id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,CAR(12:1),CE(20:3),CE(20:4),DG(34:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:5),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:3),DGDG(44:2),GlcCER(40:1),GlcCER(34:3),GlcCER(36:3),GlcCER(38:3),GlcCER(40:3),GlcCER(42:3),LPC(16:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPC(16:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:3),PC(36:6),PC(42:3),PC(44:2),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(48:0),TG(48:1),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(50:3),TG(52:1),TG(52:2),TG(54:1),TG(54:2),TG(54:7),TG(54:9),TG(56:4),TG(56:8),TG(58:15)
D13C16A,2,3,40,CML312,7,6,along,39369,18930,0,0,2281,1236,14307,8474,40226,4628,60134,22943,217935,5000,12773,49319,311124,40835,195,4213,23132,678723,101890,1473790,2446,6293,60153,1441,13666,5104,13031,1394,18928,86763,69521,49467,15536,37008,2108,18993,518308,222391,0,0,504,2778,6623,75743,952911,47378,23932,75585,198415,1728655,25841,28255,9448,61011,0,22092,11679,11820,2793,374913,1417159,31185,23515,321414,462484,41794,1153360,7700,7896,26395,61931,3604,1416742,1218318,5199,3028,168917,24573,25492,3056,9678,45118,14830,8382,5557,0,94186,218578,74361,422950,1093270,4760,909,2298,0,6507,5269,1269001,6992,78179,7428,5560,556800,14485,2784,0,5737,1874,3452,8568,9112,5907,1806,9922,2293,1329,9107,16903,92956,214403,159683,5254,8588,30980,39849,166196,1416,2564,3848,2699,8396,50181,1610,1516,6176,769,19976,14617,4624,8239,2972,3970,157553,17150,1567,510,3576
D13P18A,1,3,40,PT,7,8,along,1746,4970,0,1769,7222,3267,50954,8080,26986,6453,101201,136565,102484,0,10794,41176,287983,25259,346,1509,31438,894046,152557,1736604,3107,12493,77311,0,10156,3028,4904,0,14567,63622,0,46986,18605,37663,3726,8930,79322,13518,0,0,0,0,7763,78257,742069,58312,22680,154100,557193,1719696,17182,30596,24225,74249,657,37467,10687,16155,4602,510350,939147,25688,65181,807247,373950,41474,703536,12098,20043,54992,62097,5234,1607262,299969,2867,3186,227137,14822,38701,2583,9805,30750,3505,8578,4818,0,116962,129620,183491,532664,1270602,925,9392,5835,0,6325,6284,1222115,1395,125880,76594,7902,370677,43053,1947,0,4372,4035,2286,7403,6414,5694,5506,7557,2760,894,5087,59139,183756,230982,62525,14926,60589,274611,296651,252347,879,4781,3195,6715,958,28374,1353,3156,3515,649,12988,5303,2380,11017,1509,3543,416507,12593,4482,0,1236
D14C14A,2,4,28,CML312,7,4,along,2119,4319,0,0,0,1410,8954,14690,0,3797,42594,22312,158018,3044,5194,38706,451133,28524,280,15402,36754,753117,110852,1737719,2298,7545,75475,5733,56671,3142,10365,1244,20951,111376,105224,67815,11318,28762,2479,5655,19190,4071,0,0,1225,0,7462,111942,1229179,52423,26687,37845,352662,1768716,28328,20081,19682,123109,0,25607,7704,11298,2528,700637,1171023,25741,31579,486237,648046,58940,1639559,4163,27401,26862,84825,2191,1681489,624916,6872,7442,192269,21851,31032,2682,12776,43468,8666,5468,2702,5799,67345,161570,66586,386065,1328967,1096,1373,3912,0,6550,5480,826127,3655,76498,55051,7089,436178,15885,0,0,3136,2475,2688,2355,2406,1394,1239,2271,0,490,668,22510,57841,76090,63922,313,11380,20839,43477,59877,0,3266,4981,377,5443,20114,2840,0,3836,12866,22269,28438,2104,14320,0,258,122090,14316,620,2073,1926
D14B23A,3,4,28,B73,5,3,along,5865,6405,0,0,0,4919,39252,6884,17487,8174,111711,59633,148839,3510,3611,31373,470449,36355,515,10640,31805,607010,156626,1987494,4584,10473,69241,9417,26696,4225,11850,0,27334,112257,130430,95271,31161,35807,2263,14121,451665,62824,0,998,3804,0,4634,108134,780956,29611,27483,46756,736155,1906002,18329,34207,30012,64734,1338,13415,4039,10218,1573,95275,1876652,19692,13060,234479,154817,16736,891820,5324,14040,34028,45456,1091,1329691,238816,10057,10020,119481,66060,26346,2035,9133,1091,2263,4986,1948,5323,77924,131347,155521,344487,1247642,1142,3762,3205,0,7676,5567,1271112,1224,68051,303284,6645,438799,65168,0,0,3398,3036,3063,3249,4891,2757,2591,1105,1265,1485,3747,14888,108589,76159,57370,2756,12356,59571,178530,202661,575,2496,4912,2781,3901,27559,2158,3515,3058,2642,16090,7151,2841,7749,0,1892,429063,29453,1135,917,3209
D14P23A,1,4,28,PT,6,3,along,0,5678,0,1127,6259,2206,18300,31867,32646,12413,104645,233405,121050,358,4003,8632,411492,45447,4098,11003,28079,905329,110617,2024622,1731,9895,102182,21726,38318,11966,13786,1797,37445,132571,135344,78591,48057,38192,3265,2492,55970,19358,0,0,200,1709,5498,56856,1304865,75895,38865,25678,352336,1779762,68976,26180,20449,142756,0,21725,4652,1381,0,106919,1655829,17689,13672,174723,76198,26098,568758,5813,3563,19065,43560,2028,1604913,324551,9222,7575,208180,58825,42007,6591,18904,29814,8113,46818,9406,6462,62808,288197,72313,249263,1380218,1649,359,7064,53785,5511,3543,1465788,6502,92185,167517,7789,206614,21380,1421,1530,13402,8999,12149,14964,11328,15986,14123,3451,4109,1269,19737,42885,143131,256550,168289,6866,17480,31364,55369,99255,2671,6161,5780,3517,6658,43138,7602,1490,3219,6099,69303,44084,8732,33300,4206,7121,127865,17084,3799,0,1256
D14P26A,1,4,28,PT,6,6,along,27846,786,0,2097,0,5016,45596,14459,10525,4714,60299,12322,44983,3190,2935,17828,339738,17975,240,15044,12138,426446,222177,1475592,4260,8159,59323,4825,22114,1244,11335,0,18791,79479,96076,73747,12104,88235,6574,26062,139688,9856,0,0,1026,0,12304,115121,534443,53817,15321,204170,727600,1590347,18649,36147,17320,64165,0,212946,24572,72557,7003,1054948,336576,19306,64920,606897,1340500,52963,1570988,6388,77540,135866,69636,1112,1356759,320039,5487,19933,400949,41548,45106,1154,10139,43981,4834,13728,5152,3573,98775,100588,158058,560379,1208923,12448,15736,14793,0,4970,8677,929527,2572,58350,108302,4943,141814,35361,2215,0,10332,8876,8948,10373,19695,7407,11302,3540,4371,4211,14164,39549,132562,107242,25963,9726,34911,139135,169068,59560,982,4414,3687,2191,1334,20219,7200,5583,10744,1068,34354,12573,4912,15464,1889,2026,186736,4136,2014,0,1513
D14C13A,2,4,28,CML312,7,3,along,1475,17610,0,0,2408,7494,10299,16631,40569,2080,56746,33837,148324,3323,2652,18489,385615,22795,128,14948,42580,954811,70395,1724109,5551,5480,47202,4524,28014,6809,18916,0,19326,96187,37705,64243,12368,35621,3349,7157,46694,21715,0,0,757,2285,5989,61468,1212728,42491,25551,19813,164242,1207418,33110,20967,10175,72680,0,33944,8661,6962,4457,380543,1729196,22154,38170,299543,245080,36740,1566745,7134,9053,29199,65419,1287,1618465,1161665,11792,4263,268876,28720,31388,8317,57629,97731,52159,16359,25470,0,67681,160824,39886,303525,1060141,1381,613,0,0,6796,3737,989100,1342,88342,34134,898,353997,8902,1703,0,6802,5443,3593,7600,14755,4090,10606,2723,1146,2509,15600,73611,114688,264596,386353,6274,16695,44001,72780,111302,2965,5751,13553,3891,7284,37535,4226,2203,6959,1051,51558,72533,6230,23113,2735,6121,117622,26050,3002,0,1342
D14P24A,1,4,28,PT,6,4,along,1484,2076,0,0,3353,3535,25714,23695,19921,10951,102676,209229,66399,4010,1629,25699,239127,52714,225,2711,21959,776545,161096,1761871,1252,9799,103232,2458,16721,3028,2619,0,20218,78257,87318,72338,19925,40635,2237,12264,179863,31955,0,997,769,0,3759,54341,922960,92539,37334,44265,470703,1732840,43674,20702,22556,114922,0,40835,10342,13437,3149,307547,590552,30713,30247,358232,396775,34603,1523720,12531,16849,41878,64411,564,1709150,483239,17657,13621,219072,177410,30222,9817,11379,34645,5601,15817,7417,3340,89714,255157,116951,536484,1619310,1237,12895,20215,0,4903,4165,1072225,7729,78496,132083,7656,145172,27993,1685,0,5028,2304,2559,4787,7445,4612,10661,917,959,1152,16211,52119,187277,177578,85696,7410,26026,94599,138633,158465,1331,4069,6418,3923,4838,25685,2032,1705,1901,1110,22728,9220,3166,12853,1079,3684,301172,16772,3610,912,2001
D14C16A,2,4,28,CML312,7,6,along,69349,3538,0,0,0,1138,24347,23333,12709,5802,39362,9385,215249,1583,11894,96146,447235,14120,0,24787,31744,227051,142160,0,1098,3761,18707,4106,12940,1559,9858,0,38580,171007,171159,74934,22430,125643,9832,183610,293282,24850,0,0,0,0,22771,143494,458006,23422,1658,102028,329558,2399850,702,29697,4788,15260,3575,203740,20621,32651,7556,1685529,939165,10598,91577,679355,1575723,102289,1295124,12057,48215,56892,28990,2292,2059926,241316,7635,6593,196480,18357,40224,2978,6393,9098,2146,5619,850,1358,124356,82719,127683,439984,515255,14604,0,3633,18876,12864,19031,7151,0,39485,57156,3515,724764,30608,1952,0,3891,3766,2713,8043,7320,5800,10337,976,2576,1330,17370,24180,60132,58999,16290,9372,23250,84889,84871,37011,527,2645,2808,1674,2815,26098,2839,2733,1015,1217,14648,5985,3246,9581,1280,2563,97141,3117,2098,0,18982
D14P13A,1,4,28,PT,7,3,along,0,4695,0,0,0,3658,25435,20611,19949,5115,90036,63338,95591,2088,2157,34643,311762,35949,4426,8068,32506,778695,146867,2029324,4200,12366,110270,2536,17943,1721,7443,0,21742,102009,82267,57552,16643,33521,2511,3345,49741,13923,0,565,3079,1882,3617,44980,704817,58049,38473,49066,512282,1391638,32293,32299,25490,100581,0,40136,8680,12048,4017,285690,1587107,25138,35047,380577,405177,33159,1341153,13821,14542,33940,59550,449,1869879,499540,7984,8070,379437,38401,32127,1902,17666,37606,7723,22086,11036,3390,94627,201739,154072,487699,1504837,2310,9174,12219,0,2318,4439,1029895,6527,78091,18389,8622,223655,34791,1387,0,4496,3554,1666,6315,5093,3664,7573,2367,1482,1106,12980,22077,129584,117406,74731,5388,15475,60336,97810,152608,889,2476,4335,3006,2156,21953,1120,1273,2755,0,12330,7542,2541,8229,0,2213,243956,10625,2044,0,2647
D14C24A,2,4,28,CML312,7,4,along,10748,4806,0,1226,2960,4486,13057,17973,18192,4224,49368,24027,204906,3563,8448,48585,370856,33806,2730,5075,22975,801681,94164,1741355,4532,7320,74061,3813,22548,2084,13089,0,18004,71386,68171,59905,16156,39147,2126,14337,121699,16426,0,632,3020,0,9603,89335,1044347,48225,24601,37957,335909,1610877,23832,21468,19929,102413,1233,21883,7427,16309,2598,565756,1190954,27818,49192,543863,352740,40603,1339516,9868,33343,58774,79407,732,1732209,608644,4526,4659,286090,27183,28461,1699,14602,70609,12976,13628,8505,1052,73160,180569,78823,392832,1315088,5918,287,3293,0,6275,5678,1396509,6580,97546,84768,8569,507829,23625,2037,0,2684,2491,1980,5028,4464,3152,11407,2628,1380,2541,13925,27055,121679,152914,67096,2639,13353,43256,73702,69548,0,2181,3795,2954,3984,32132,2444,5769,6765,615,12882,8834,2746,7603,1593,2444,162354,5407,1600,0,0
D14B24A,3,4,28,B73,5,4,along,38435,6263,0,1327,4554,1497,39621,27706,17917,8201,85790,84623,114882,504,7172,26326,248027,23529,3024,6126,15928,484860,129084,1502729,730,5464,43289,2034,12291,1956,4187,0,20543,92395,78513,46663,15440,36328,6023,108191,2289777,633507,0,3581,5724,0,1470,66282,499207,26557,21195,49839,430500,1386315,12641,20197,11540,43500,0,33024,6323,11842,2879,183048,1420400,16764,19101,285694,340681,22805,1157458,9667,12514,38165,41015,3061,1174796,292665,4164,3079,41238,6058,20681,1799,1193,1076,0,2913,533,0,128294,145649,111177,562529,1009484,8168,8734,7807,9202,6167,4985,1104958,4834,75522,118995,6081,332695,39363,2330,0,6915,5885,3294,6432,14433,4421,10751,6906,6960,7565,11689,60736,247491,222938,52453,12342,48482,241942,313849,175093,1064,4771,4771,4556,4799,29440,5941,12272,17628,967,23262,11455,3977,8924,2139,3254,505908,8111,2507,0,15420
D14C23A,2,4,28,CML312,7,3,along,4196,22855,0,0,3023,4052,14916,17444,28607,3848,51422,18142,164810,3596,6005,43455,334094,27876,2622,8518,39460,908493,69892,1534789,5141,930,51457,3255,31722,7097,20298,0,19723,84241,82093,52711,14162,38626,6458,24802,531954,119115,0,494,1078,2858,6504,79768,1157424,36213,21195,30167,284366,1617670,24091,20301,10501,72169,1623,9277,7684,15055,3118,425882,1365239,24816,48391,743785,594154,31811,1465816,9754,5858,40385,63857,308,1501698,657215,5433,3287,148171,17601,32851,1606,15079,39173,11760,5167,5379,0,84090,176221,67876,380021,1046469,664,175,0,0,5425,4187,1180046,5097,110637,54896,6146,453336,17019,2913,0,8174,10662,7199,8007,17443,13557,6135,8012,3037,2593,4953,22237,134095,137784,124986,6475,12887,43232,50931,84883,1319,2106,3846,2122,7714,47740,5850,5226,8888,1117,26725,14412,4841,8100,2516,3162,149588,4281,1570,0,3725
D14B14A,3,4,28,B73,5,4,along,37598,9604,0,3155,5977,5740,53820,16034,22908,9808,113605,102798,127301,700,7329,41890,357200,18821,2371,7021,19660,409487,144253,1827041,3266,2102,31161,536,10048,1869,5740,0,23447,131574,91109,50988,20804,34414,3348,122004,2302455,247997,0,872,1025,0,6267,93926,587975,27244,16661,61258,485473,1566452,10491,34388,8009,32542,2259,50308,6021,7616,3511,171013,1496717,11337,16363,177226,250455,18727,673225,7604,9878,24763,25799,364,988633,175917,2563,2641,42599,8467,44018,0,3895,3122,0,2583,0,0,106092,131179,89867,403903,927051,8620,1221,5593,0,7604,6131,1231998,1060,64158,79916,217,340147,35652,2568,0,7288,8445,5027,12124,12437,9066,8350,19601,9531,11414,8223,103333,359790,307488,73369,20383,75454,352665,389610,187194,0,3502,2569,5087,703,34429,5399,17714,22939,753,28355,12470,2399,13120,2366,3630,461625,7436,3558,0,11237
D14C26A,2,4,28,CML312,7,6,along,76118,5305,0,0,3444,3300,29599,13583,17076,9337,54175,17138,187302,4752,11074,76362,318658,25205,0,4449,23319,419857,127033,1446518,2231,5162,41392,799,17961,1697,13864,0,32807,45358,96767,68121,26099,87620,7929,251306,1354249,95322,0,887,744,0,15686,130915,633991,39732,15883,102431,416215,1373253,10981,40032,10230,43235,2437,70376,17613,35025,5142,994075,493334,21724,58605,589921,974800,55068,1351518,5513,45179,61304,44988,1903,1332218,277800,3009,5530,85350,10030,42360,1759,3752,7994,1913,3941,641,0,103346,141524,109745,592486,964844,24871,6959,4956,0,7370,13001,1184154,5208,67172,6527,5571,592277,35017,1644,0,4754,4462,2242,8507,5807,5524,7608,6396,4042,4125,8191,33258,124986,127199,14028,7982,25274,103294,111233,65921,0,2372,1661,2061,1265,43799,2107,8419,7162,543,12272,5562,2215,6843,1446,2411,143552,3254,2397,380,17569
D14B13A,3,4,28,B73,5,3,along,1479,7522,0,0,5597,4062,50291,16512,19175,8874,136727,70823,191298,555,6327,47650,610042,34629,1535,6054,32912,676257,173536,2162096,3552,11079,66595,1906,21577,4766,16834,0,26559,133521,85075,68587,30083,36477,2499,6376,83900,11997,0,0,1105,0,6272,141740,898465,44565,32247,110126,923725,1332925,20023,37295,27801,74995,0,20595,4430,9209,3227,119731,2085576,16149,15580,266170,99443,20508,698817,8033,11249,33285,44679,154,1079474,220892,3009,3816,268081,34315,33377,3665,11161,19677,2804,17154,5713,0,97165,149780,126728,352393,1288036,1552,732,4992,57961,3761,6169,1359447,1270,65354,159727,1320,418591,60634,2158,0,5276,3981,2172,3331,2181,3947,1691,4671,1206,2556,7344,27330,148322,148948,42449,1674,19748,101019,198441,211231,818,2508,2659,3930,1412,36144,1173,3603,4350,0,10119,5261,2660,6922,1454,2374,404738,12126,1765,0,1664
D14P14A,1,4,28,PT,7,4,along,565,800,0,0,6749,2164,48270,2968,22664,5094,84665,62969,50949,0,8526,29399,252922,36831,6022,0,22472,871005,213335,1662595,2828,16366,153553,563,7916,1097,9125,0,22146,40252,0,42455,34349,34595,5391,7185,68335,12058,0,0,5449,2224,6323,48031,641754,79375,47205,145318,703365,1790466,35036,32851,32052,156252,0,81210,14093,26019,9439,460976,1037123,31571,63466,765855,321972,38144,1308587,17365,7600,72986,97738,2267,1388888,561097,2649,2808,435889,35594,45906,3762,18723,62482,7228,24550,9899,0,112073,170930,144054,763870,1511325,4641,18322,36169,100629,5343,5434,929590,6029,109049,53717,12341,134152,37078,1532,0,3383,3725,2166,6016,5301,3577,2841,7761,1698,1415,3843,43705,114246,153976,49832,9400,32392,122573,125488,84360,0,2505,1649,3846,524,25295,813,6309,10405,0,12096,4159,1483,6059,1069,2092,147312,3225,1993,0,1875
Pool1,,,,,,,,20612,28050,0,0,3532,7145,18182,35849,33225,6357,70248,46196,135450,2649,5965,10657,296918,21916,359,10658,28911,663332,88946,1499916,2938,6840,39951,3706,30740,4262,7484,0,18737,115757,97528,70267,16450,43514,5707,51290,1041551,320101,0,1439,1427,2415,4810,66147,736150,28077,14797,31335,356934,962552,14910,22965,11460,33671,0,28863,5831,11730,3406,319387,1106572,19431,31232,336144,332989,29066,1373713,4952,11373,10489,39126,1805,1385163,740736,14846,8033,183259,17863,20292,4155,17152,33720,12256,5252,5069,4108,101519,124799,172996,393276,828882,5125,5652,2582,0,5362,5761,921567,3360,71342,183724,560,408802,30312,1101,0,3800,4734,5017,4704,10445,5129,4379,3076,1862,1918,4181,33122,204713,277122,355349,4986,24906,90502,239872,682365,792,4574,7839,2946,11597,61261,3893,0,3516,5233,44576,23848,4824,23387,588,3977,695921,230015,2356,0,6714
Blank29,,,,,,,,3402,3050,0,0,0,5197,7004,0,4751,7837,4552,4845,5033,0,9925,2909,14958,1361,0,2346,2769,20941,8013,0,0,0,0,0,3437,2745,4035,0,0,0,0,3707,3519,3566,5174,4083,16776,5479,0,0,0,0,0,8189,17797,15803,0,14043,9409,962556,0,4317,2616,4681,3883,6781,5080,4716,0,23276,159011,2475,6617,40603,12576,11850,46012,4998,3508,27769,5362,3519,81734,12037,3320,1807,12658,0,6746,4564,3109,0,3496,4024,3813,0,9162,9503,12529,16037,10113,0,0,0,0,5690,2722,55467,0,7614,2616,0,19404,3297,3496,0,15978,8869,5584,16741,10594,4740,13480,2229,0,0,17809,22090,15580,12024,17385,9104,13585,19673,18208,26151,1619,4071,3332,2675,2346,7180,0,6159,0,14805,33552,9949,14137,39160,2722,8576,26467,10254,2722,0,3332
Pool1,,,,,,,,20320,30631,0,0,3549,6689,22566,23872,33302,6293,72629,45297,147119,2808,8307,6165,293008,22236,2682,10695,29567,661427,90895,1515338,2889,6837,40064,2634,23892,4758,4844,0,17984,104309,42984,57581,16588,44554,5289,49972,1023595,318311,0,1403,222,2207,5487,66363,721220,29556,14647,33092,349692,1419210,15542,25786,11164,32172,0,19580,6020,12393,3055,320593,1254235,20353,32872,285515,328265,29000,1440744,7020,11627,27088,38920,1414,1404682,737898,8885,7324,186318,25526,23628,4696,16772,34644,12508,5775,4808,2250,102648,128395,176521,411499,849104,5486,5355,2760,0,5374,5852,966392,688,75817,124378,910,413730,31069,1556,0,5945,6587,6881,8872,15796,4818,7365,2111,1626,2026,10597,45291,196156,298816,250854,6948,24185,76676,212506,435452,1174,3752,8140,3440,13271,60047,4207,3621,4143,3765,32108,21888,4887,18912,1885,4620,466035,125344,2257,0,6877
Blank10,,,,,,,,0,2410,0,0,0,0,3490,0,5346,5996,0,3557,7057,0,1913,0,12259,1109,0,2754,3022,18638,3203,0,0,0,1492,0,2534,1195,2515,0,1597,2658,0,0,2429,115383,51495,15931,10060,4647,0,0,0,0,0,7593,15711,12335,2161,16506,8463,780773,3165,3127,2907,2831,0,12852,8300,2936,7535,48875,160739,2678,16926,86475,18150,23840,43595,4667,5594,53063,7650,3691,55798,6952,2984,1989,10175,0,6761,3423,0,3031,0,2735,2505,0,6923,6024,5881,6981,14095,2974,0,0,0,4581,2152,44199,0,4628,0,0,22405,2085,5221,0,22032,16276,10098,26316,31203,5623,39111,2247,0,2219,64701,81867,52345,17155,17480,26517,33240,30017,17681,16362,0,2113,4437,2362,0,5298,4915,2678,0,0,55826,9410,16534,100006,3003,11265,20330,5785,0,0,1932
Pool1,,,,,,,,21491,32849,0,0,3557,2189,15000,37566,33142,6537,76209,45343,147943,2793,7918,7583,292211,22807,2744,5467,13724,659951,87898,1540178,889,7076,40458,3758,27461,5007,4835,1758,17931,92025,94674,67102,15704,43058,5367,50599,1036366,49781,890,1604,393,2376,5503,68315,712264,20944,14907,34098,343400,1322881,14725,25271,11234,32699,1320,34817,6346,12119,3094,319600,1492852,19047,32438,324535,319905,18911,1430376,7335,12370,27616,37800,1362,1460149,726079,7983,7552,179894,14206,22284,4365,16156,33466,12096,6121,4807,2227,106603,128015,177552,418146,849862,5677,5724,0,0,5251,5641,974368,5788,74081,169086,855,408945,30641,1287,0,9398,6243,7507,13420,13370,9417,11335,2454,3271,2253,16177,43557,180459,319254,253532,7635,26840,69636,204986,455058,1296,3435,7476,3560,13075,60013,4148,3394,1247,2484,37425,21621,4972,18353,2461,4278,471695,63932,2661,0,7193
Blank20,,,,,,,,0,2880,0,0,0,3882,0,0,5813,4522,4842,5088,5514,0,7626,0,11732,2293,0,2805,2101,19508,4746,0,1877,0,0,0,1984,1632,1163,0,2357,0,0,0,3466,0,3765,1867,15487,5194,0,0,0,0,0,10314,9354,14879,0,15369,8063,849280,0,2880,0,3658,0,4106,3744,3989,0,19988,125900,0,6101,33779,15060,9418,48317,4960,4277,40584,5280,2325,48028,5440,3488,0,10549,0,6922,5834,2101,2933,0,2794,0,0,7626,7551,10922,14644,9674,0,5482,0,0,5920,2240,44359,0,4778,2218,0,18153,2037,0,0,29502,16105,9738,48679,13396,8341,72773,3381,3114,0,98179,22057,18451,21043,13385,14335,11274,17045,11604,24008,0,2400,5248,0,1568,5941,4170,0,4714,5600,34450,13631,10474,64379,3445,7381,14452,8320,1781,0,1973
Pool1,,,,,,,,19946,30585,0,494,3605,7206,22787,20689,32283,5901,72835,44840,147469,2711,8788,8111,291520,22833,2476,10854,29879,659894,91537,1567897,2704,7041,39887,3626,22390,4884,8635,0,16932,115004,26959,70851,16425,42021,5523,50383,1015151,322886,0,1292,1317,0,5434,66314,705575,28648,15919,31809,339214,1745871,14779,24391,11428,30373,1816,34914,6154,12066,3645,315139,819963,19226,32299,307808,314479,37486,1429434,7345,11674,26480,38394,1445,1553020,712479,8133,7009,176705,14063,19801,4185,16403,34218,12902,6217,4955,3005,108548,130162,182989,410297,860138,5506,5390,2998,0,5617,5644,951252,5923,71177,148036,4352,402612,30587,2157,0,8579,6000,2669,13550,14051,5633,12810,2181,3641,2955,20209,52276,201544,302817,241484,8045,28206,62107,200305,441935,1823,3770,7586,3350,14075,59056,4117,3554,1578,2778,37176,21014,5152,17944,1496,4813,469984,100828,2493,1252,6609
Blank18,,,,,,,,2295,6694,0,0,0,4692,4230,0,4725,8123,6267,6953,7144,1935,4928,3184,16786,4309,0,2903,5535,22085,6210,0,0,2723,0,0,3432,2104,1598,0,1676,3679,0,0,2734,6345,4253,2250,11622,8562,0,0,0,0,0,8393,18406,12387,0,12275,5727,965077,0,4320,2700,4388,0,8168,5873,3533,0,22389,161990,3882,6289,46635,14716,15133,60102,5130,3769,24718,6075,2385,106501,27689,3049,0,11498,0,7774,3612,0,1958,2869,4219,0,0,7932,8708,14930,15177,14390,0,0,0,0,3240,3004,57154,0,9664,1924,0,25067,0,0,0,24504,16831,11633,48356,16573,7583,96229,3994,0,3522,138442,27036,14277,23536,17990,16989,12365,24053,18418,14502,3049,2464,0,2869,0,3589,6413,5783,4500,5209,23548,12060,12995,76934,8652,8506,13084,3015,2115,0,3398
Pool1,,,,,,,,21810,26619,0,0,3746,4844,24122,37504,35044,6876,80924,48245,153547,3245,9014,6021,300199,23713,2896,10256,31561,681094,93422,1649310,2834,7338,40325,1649,26321,5335,9568,0,17305,65078,94130,69114,16276,44192,6693,52613,1064120,343045,0,0,944,2405,5247,69427,719899,21776,15385,33821,347688,1315159,16663,25701,12281,32983,2174,21954,6727,11585,3413,320348,544161,20042,33034,472775,319392,38588,1439196,8181,11876,26932,39233,2492,1568378,725991,9479,5970,182780,26648,21622,4709,16508,35179,12453,7276,4820,1275,115204,137634,187007,428254,897529,5573,5920,2464,0,5731,5765,1005125,6041,76591,182228,3720,422719,31689,2506,0,9819,11109,7660,13707,17544,4636,11959,4771,4115,2405,16026,35008,195587,326167,207167,8100,25367,115508,205163,428007,1491,3718,7269,3828,12232,60960,4797,3960,1186,886,37437,22964,5090,15778,2641,5129,461805,69874,2406,0,6865
Blank15,,,,,,,,0,0,0,0,0,0,0,0,4246,0,6031,4034,6041,0,1563,3049,12130,3589,0,0,2798,18489,3725,0,0,2644,3580,1747,1776,2084,1226,0,2991,3956,0,3561,3281,4063,5404,4256,9563,0,0,1197,0,0,6571,7044,15768,12169,3098,15565,7845,820544,0,2731,0,3599,0,4178,4130,3599,0,8038,117669,0,4921,28351,13046,10258,29152,3455,2914,42507,6031,0,52475,0,3011,2470,12419,0,7228,3416,1891,3947,0,4651,2827,0,6571,6697,9959,16134,14282,0,0,0,0,2962,1534,44080,0,5500,3435,0,20679,0,6745,0,28177,18952,10904,46145,22272,15054,100492,8472,0,0,115787,35029,30070,20022,12650,18749,15498,23324,17803,21230,0,2779,1911,2229,2692,4777,0,0,6002,4613,32838,7353,13249,72460,7430,9901,14281,2721,1563,0,1197
Pool1,,,,,,,,20876,30200,0,2528,3617,5218,21042,30459,33663,6237,77551,45858,152101,2903,8827,27825,292817,22268,2643,7347,19446,666396,90739,1577691,3050,6904,40486,3745,23736,5109,10980,0,16870,100724,88177,56441,15817,41980,5867,50926,1017899,326035,0,1809,768,0,5521,68487,690793,13543,15782,77745,335859,1762899,14918,25670,11214,32618,0,34868,6427,11535,3192,314837,1157097,18260,33516,359463,309577,23115,1243964,7780,9115,26639,38051,682,1554521,703357,7149,5742,177047,26280,21087,4407,15291,32973,11629,6068,4886,880,110167,130975,183564,420392,853365,5964,5339,0,0,5986,5545,959907,5990,72230,143401,935,404640,30778,2541,0,9035,6564,2656,8029,16955,11686,9277,7299,2348,2139,16484,33690,197532,220661,191856,7472,26684,106641,181729,382469,0,3902,6980,3594,11505,58162,3894,2809,1448,0,33995,21307,4241,11721,3173,2906,435222,52891,2799,930,6480
