id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,Acylcarnitine_12:1,CE_20:3,CE_20:3,CE_20:3,CE_20:4,Cer_NS_d18:2_18:1,Cer_NS_d18:2_20:1,Ceramide_C17,Ceramide_C17,Ceramide_C17 ,Cholesterol,Cholesterol_d7,CUDA,DG_12:0_12:0_0:0,DG_12:0_12:0_0:0,DG_18:1_2:0_0:0,DG_18:1_2:0_0:0,DG_34:1,DG_34:1,DG_36:2,DG_36:3,DG_36:4,DG_16:0_18:2,DG_16:0_18:3,DG_16:1_18:3,DG_18:0_18:3,DG_18:2_18:2,DG_18:2_18:3,DG_18:3_18:3,DGDG_16:0_16:0,DGDG_16:0_16:1,DGDG_16:0_18:0,DGDG_16:0_18:1,DGDG_16:0_18:2,DGDG_16:1_18:3,DGDG_16:1_18:3,DGDG_16:2_18:3,DGDG_18:0_18:1,DGDG_18:0_18:2,DGDG_18:0_18:3,DGDG_18:1_18:3,DGDG_18:3_18:3,DGDG_20:0_18:2,DGDG_20:1_18:4,DGDG_18:3_20:3,DGDG_22:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:3,DGDG_26:0_18:2,DGDG_26:0_18:2,GlcCer_d40:1,GlcCer_NS_d18:2_16:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_20:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_24:1,LPC_16:0,LPC_17:0,LPC_18:0,LPC_18:1,LPC_18:2,LPC_18:3,LPC_20:1,LPE_17:1,LPC_16:1,LPC_18:1,LPC_18:2,LPE_18:2,LPE_18:3,MGDG_16:0_18:1,MGDG_16:0_18:2,MGDG_16:0_18:3,MGDG_16:1_18:3,MGDG_16:1_18:3,MGDG_16:3_18:3,MGDG_18:0_18:3,MGDG_18:1_18:2,MGDG_18:2_18:2,MGDG_18:2_18:4,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:4,MGDG_16:0_22:1,MGDG_20:2_18:3,MGDG_18:3_20:3,PC_30:0,PC_32:0,PC_32:1 ,PC_32:2 ,PC_34:0 ,PC_34:1 ,PC_34:2 ,PC_34:2,PC_34:2,PC_34:4,PC_36:1 ,PC_36:2 ,PC_36:2 ,PC_36:3 A ,PC_36:4_B ,PC_36:4_C,PC_36:4_C ,PC_36:5_B,PC_38:2 ,PC_38:3 ,PC_38:4_A ,PC_38:5_A,PC_40:6_B,PC_16:0_18:2,PC_16:0_18:3,PC_18:2_18:3,PC_18:2_18:3,PC_18:2_18:4,PC_18:3_18:3,PC_18:3_18:3,PC_18:2_20:2,PC_20:2_18:3,PC_16:1_26:2,PC_22:1_22:1,PE_17:0_17:0,PE_34:2,PE_16:0_18:1,PE_16:1_18:3,PE_18:0_18:2,PE_18:0_18:3,PE_18:2_18:3,PE_18:3_18:3,PE_22:3_16:4,PE_26:0_16:3,PE_22:1_22:1,PG_16:0_16:0,PG_16:0_16:1,PG_16:0_18:2,PG_16:0_18:3,PG_16:0_18:4,PG_16:1_18:3,PG_16:1_18:4,PG_18:3_18:3,PG_18:3_18:4,PS_24:0_18:2,SM_d35:1,Sphingosine_d17:1,SQDG_16:0_16:1,SQDG_16:0_18:1,SQDG_16:0_18:3,SQDG_16:1_18:3,SQDG_18:0_18:3,SQDG_18:2_18:3,SQDG_18:3_20:3,SQDG_16:0_16:0,SQDG_18:2_18:2,TG_14:0_14:0_14:0,TG_17:0_17:1_17:0,TG_17:0_17:1_17:0,TG_44:1,TG_46:0,TG_46:1,TG_46:1,TG_46:2,TG_46:2,TG_48:0,TG_48:0,TG_48:1,TG_48:1,TG_48:2,TG_48:2,TG_50:0,TG_50:2,TG_50:4,TG_50:4,TG_50:5,TG_52:0,TG_52:3,TG_52:3,TG_52:4,TG_52:4,TG_52:5,TG_52:5,TG_52:6,TG_54:3,TG_54:3,TG_54:4,TG_54:4,TG_54:5,TG_54:5,TG_54:5,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:8,TG_54:8,TG_56:3,TG_56:5,TG_56:6,TG_56:7,TG_58:6,TG_12:0_16:0_18:3,TG_12:1_12:1_22:1,TG_14:0_16:0_18:3,TG_12:0_18:2_18:3,TG_12:0_18:3_18:3,TG_16:0_16:0_18:1,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_12:1_16:0_22:2,TG_16:0_16:0_18:3,TG_16:0_16:0_18:3,TG_16:0_18:0_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:2,TG_16:0_18:1_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_16:0_20:5,TG_16:0_18:2_18:3,TG_16:0_18:2_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_18:0_18:0_18:1,TG_18:0_18:1_18:1,TG_18:1_18:1_18:2,TG_18:1_18:1_18:2,TG_18:1_18:2_18:2,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_14:2_20:3_20:3,TG_18:2_18:3_18:3,TG_18:2_18:3_18:3,TG_18:3_18:3_18:3,TG_18:3_18:3_18:3,TG_18:2_18:2_20:0,TG_18:2_18:3_20:0,TG_18:2_18:2_20:2,TG_18:2_18:3_20:2,TG_18:3_18:3_20:2,TG_14:3_22:6_22:6
D12B210A,3,2,49,B73,8,10,along,36978,0,10617,10463,345,6809,9335,0,0,0,511,0,89789,3639,150,0,0,0,0,4022,4451,11904,46462,24869,9658,0,60077,114197,50707,176531,3875,10918,4144,231882,10512,9637,3063,8767,23615,505278,110379,1350523,2267,6427,33428,860,14555,6425,2511,2699,2003,0,17326,23751,81894,53621,38619,39042,14592,42824,1123,8298,100033,1301886,266163,0,0,4527,43722,837669,2407,0,3470,60051,455515,1646,16849,14687,20838,17633,376106,28092,430,11666,11602,117606,51092,4494,207993,8288,8619,31526,14042,27794,2076,23720,4698,9664,2151,192709,967527,66075,2481,15414,19353,177440,76218,359618,8144,8499,6745,2540,3826,14242,3564,10290,1729,11687,971659,879852,14002,15944,106257,42774,26470,19717,3849,6444,889,35639,9347,25762,1758,3989,2079,652,0,286,0,133755,109323,219433,594810,776537,4162,11197,7698,452,0,0,0,7508,7530,1099406,4209,87404,258323,4566,666955,74674,780,309,0,0,4765,689,1465,0,2193,719,6674,732,4228,612,2876,4922,1230,530,2219,2392,6834,5495,30503,20215,148623,13517,123399,2420,0,17904,11034,7804,0,35872,0,87048,4680,1812,732099,105100,0,42222,364866,1303,0,2302,0,7707,0,44146,1859,2998,1317,1173,2006,4506,12465,1302,5702,1388,2927,0,4134,12503,3587,41567,22546,18161,183721,17488,142816,10483,3844,40444,23344,814,3128,2823,86640,198002,58524,962785,126104,12513,54507,78999,11056,37882,5230,11011,13656,7758,889,39879
D12C110A,2,2,49,CML312,9,10,along,38162,0,10581,10817,0,7121,11620,0,0,0,4722,0,109547,5395,0,0,0,0,1271,5285,2666,5938,37134,48356,9864,5557,20848,74346,23881,159046,1051,15528,46726,280096,16805,12627,0,7435,46912,789959,102077,1385465,2847,762,49966,1811,20027,6919,2573,4073,3300,0,26624,25234,88344,128662,41721,36670,17219,84140,949,15949,59065,1087084,247812,3976,0,3037,26835,507707,8055,0,5103,138213,1155471,8321,37285,20368,22696,17036,338291,30798,357,13024,11611,131188,60474,10630,184515,10196,14921,28849,7767,57416,0,70961,17311,21705,8801,437883,365806,92583,4682,38022,57783,757024,368569,356185,13928,14226,8439,12705,15935,25291,5419,9754,2717,7662,1254349,1177191,88181,58547,467264,58614,43970,54972,23520,19473,1697,106051,13318,47235,1328,7773,20235,1152,2703,1520,3873,110598,158022,98778,685820,1064896,1046,10882,6060,3291,0,0,0,8382,7333,1266130,6015,137301,174679,6032,549371,27866,1651,398,239,0,3938,1210,2403,890,4918,883,4709,1362,5757,1388,2658,7467,1779,2404,0,6627,7751,1801,8687,4467,25675,6880,42317,2180,0,4592,1432,1404,0,2604,3081,5408,1224,884,32054,6987,0,4689,39415,837,0,1190,0,22881,0,68043,5885,15810,17704,1584,1723,6358,13401,2479,8924,1735,3373,0,3986,9960,5373,11266,5419,4767,33828,8572,52022,1429,3814,44725,23465,1169,3850,1161,8331,8169,4854,81273,12654,2243,7880,12537,3139,7773,1667,1773,2232,1263,0,12085
D12B112A,3,2,49,B73,8,12,along,111502,0,1838,1838,0,10638,13334,0,0,0,3639,0,111223,6657,0,0,0,0,0,3602,5297,7673,52581,16518,2742,0,48501,71083,8837,184511,3425,7850,69191,403697,7207,0,0,12125,41417,286525,123027,1638497,2029,3835,11612,2058,5228,4733,780,1839,6570,0,19856,48519,125453,71892,36457,27291,13353,119334,2367,8829,188296,1303882,81748,0,0,1756,73460,510720,528,0,10266,67466,327286,2508,12662,1312,33230,33826,361369,12644,2052,6075,8477,44679,19741,2102,1450994,2210,3316,24476,3493,7840,2741,65652,9845,20724,4514,634372,1003474,123344,4233,6067,48042,344733,170813,817341,14215,29342,0,7146,9478,29949,4922,1834,2003,5249,1160954,1094187,66308,28859,78137,21922,39533,14047,1910,10671,2045,83181,10849,32587,0,4957,0,1066,2857,1273,1861,115176,32582,140891,521639,229755,7889,7380,5926,0,0,0,0,8668,10755,685867,0,38528,86343,0,512654,31897,1321,0,0,0,4365,598,2540,527,2174,810,4069,778,4744,954,1165,5800,809,1599,2288,1706,5537,4373,15186,13632,76206,6173,45311,1849,0,11025,8808,8719,0,31962,2469,91023,2002,1490,602167,63501,0,21069,133874,0,0,943,0,1840,0,26565,2252,1848,1628,1923,1817,4871,9743,1345,4240,910,2908,0,2133,8189,2671,21521,16023,9383,95015,8718,52190,4589,2423,11666,5820,997,2388,1830,54852,173402,68949,653144,50972,6669,28109,65311,5366,6198,3073,6779,6907,3044,0,19572
D12B18A,3,2,49,B73,8,8,along,11614,0,14254,12860,530,5344,8331,0,0,0,753,0,76965,4195,0,0,0,0,0,3267,2715,6083,50546,28843,8404,2370,34008,83090,52273,178971,3195,9510,5851,269873,11661,19812,3561,8612,27003,592204,101812,1287471,1941,10003,40363,1147,21755,6001,3338,2499,3090,0,15642,27050,71108,99134,38187,38902,15959,39072,1014,5244,57005,1257458,601594,0,0,3123,24458,863373,1712,0,3743,80051,504222,6400,20879,17377,16446,12271,360568,31666,741,13011,11463,126754,32706,4977,192366,3117,10869,28189,16797,29290,2115,21482,1961,8455,2192,139605,933286,59506,5151,15948,13820,74354,170887,202029,8133,6887,2558,4938,5447,9483,4142,12411,2079,4635,1142163,963146,18362,14940,165080,45794,20641,21562,9580,8263,1010,15309,7017,15525,1439,1993,2112,0,0,287,581,151279,138045,325961,466642,815977,3870,11401,6060,0,0,0,0,4942,6744,895879,5065,92515,464969,4720,600541,76223,1309,0,287,0,5912,688,3397,701,2877,931,7662,979,6382,0,4158,9081,1295,1303,0,2751,14962,3561,19087,20607,158489,19170,175240,2624,0,6520,3939,3063,0,13466,5260,48457,3879,1549,418148,63996,5368,48437,479538,1082,0,1935,1564,9517,0,64171,2627,4246,4346,2559,2266,8763,16741,2135,7758,1522,3308,0,4214,11394,3499,27783,22167,23845,173909,23884,206076,10524,7194,80235,47538,1284,1253,0,30609,70787,48136,812296,163012,19610,66382,195447,17757,55152,2606,4810,7609,6082,916,14930
D12P13A,1,2,49,PT,7,3,along,423,0,29302,22728,0,7904,11070,0,0,0,9427,0,111562,9336,0,0,0,0,0,0,0,3813,0,31168,0,0,9484,79163,106246,29099,1719,2231,12850,461011,8295,11958,2423,5190,49717,863827,97710,1714405,5659,8210,36626,9267,48009,7464,10235,11497,5831,0,18769,28483,53493,88451,32563,34160,16027,51953,913,3539,7114,33493,30368,0,0,0,2626,10657,1807,0,8604,78146,716373,3892,26240,0,35759,36488,653406,7616,934,17610,14627,39719,11103,10813,947920,12381,30040,18280,12729,30766,0,13823,2567,1638,3499,201293,1329934,48550,22968,12385,22862,31040,67159,154244,0,0,13262,8635,3765,3707,0,12132,0,1783,1530980,507877,20688,35216,183765,65739,1127,15485,9587,3381,2463,225871,26268,30031,4664,16159,28992,8390,20301,10908,0,63376,208262,103584,183576,901239,0,1850,544,1846,0,0,0,5050,7225,1153449,3525,112670,289268,3946,70950,41581,8462,0,0,0,25825,10271,24810,6144,36635,6369,50415,14572,85365,11152,23683,16559,31758,6303,9146,3784,24488,10477,42202,20359,152772,32534,216523,13693,0,21543,0,0,0,9346,6524,13447,0,3555,156456,21997,0,52991,622959,6671,2105,3709,2588,6118,0,60678,27063,2546,3845,13754,13827,71075,114354,6351,28819,17879,35249,9028,24665,77583,27184,82057,21224,19477,161520,38701,292346,10478,22299,342782,120299,16419,25486,0,35447,42166,33328,555669,72733,0,63189,80527,47776,113547,6042,5188,5755,5230,0,1272
D12B23A,3,2,49,B73,8,3,along,8129,0,15639,9165,0,8525,9527,0,0,0,863,0,152041,9902,314,0,0,0,0,6568,0,5219,24209,39623,3018,7006,22220,91720,47470,165191,1817,9711,7498,224589,894,14851,1583,3743,26170,779381,52380,1997213,0,1858,26507,2754,13993,12013,6093,4675,8235,0,18082,28517,93086,97418,28641,22484,20312,41715,0,9382,10721,297496,195776,0,490,975,7590,225708,7415,4740,2703,60482,794987,6046,6426,0,75607,16408,199457,22830,0,10023,13056,159595,6348,8821,1705049,7540,10149,14785,3263,16628,0,14422,2724,6715,4486,72940,1798011,80150,31266,12720,14559,85673,198265,77954,0,0,0,8910,6922,5028,4475,8154,5323,10700,1897472,991258,44480,51602,408439,33848,2229,16511,0,3486,3389,193491,75121,37760,12213,30780,28241,8470,7455,7153,0,91325,106383,133337,237921,552203,0,0,0,0,11663,0,0,5547,4265,188232,4081,84639,146443,2329,428309,22052,2501,0,0,0,7828,2170,2710,0,2248,516,8871,2131,9505,1769,1571,20856,5851,1922,2134,3014,17322,3285,15845,8681,45928,20232,205127,11273,0,5754,2924,3385,0,10252,4321,19175,8493,4908,121619,6686,0,54964,579462,2107,0,5010,0,10375,0,77633,3961,2441,2994,1767,3760,6862,24690,4989,17187,1270,6025,0,2065,17516,7556,19076,16753,0,97427,33130,217290,5629,16165,248394,43907,2129,6544,0,24086,39907,35609,622542,23292,8200,85044,42397,48586,6090,3473,4909,4772,2676,0,3384
D12C212A,2,2,49,CML312,10,12,along,60318,0,6193,3164,0,5171,7836,0,0,0,3141,0,88457,4390,0,0,0,0,0,3749,2119,1625,23068,19688,6873,3036,17210,59660,16094,156288,1333,13070,40340,254218,12984,10012,820,7049,25118,657085,90719,1234708,538,6540,44844,1724,9103,7173,1885,881,2502,0,17501,24202,66981,100342,40156,36365,15291,88745,1410,11121,54199,788402,269660,0,0,1951,46919,620281,541,0,7369,128199,780853,8184,30588,15578,29362,30163,484712,26448,305,13135,9527,89099,32432,12788,846126,9072,10103,27239,14667,49847,1553,41726,13117,16828,3881,711634,1122330,72161,2595,29017,69001,629392,295287,654906,11361,24101,0,5954,10785,41115,4276,12241,3108,24213,1226778,1216882,98193,40963,393697,54800,59642,51678,11898,5128,969,102234,9314,27170,764,4491,15635,251,2776,1876,2995,91417,93674,117078,687451,937834,5002,11952,5763,2125,0,0,0,5030,6510,888497,472,71938,97852,3956,376234,28470,1200,265,0,0,3319,928,1789,847,3043,950,5312,1496,7579,1074,4763,9016,3884,1009,1613,2397,13619,3132,7014,11954,31947,8322,51722,3893,0,7474,2606,3277,0,6037,1496,20581,1253,0,127062,9591,0,13853,134717,1437,0,1059,0,10162,489,49263,2197,4050,1153,922,2476,2980,11933,1101,6841,1336,2745,0,1829,5561,2285,19440,12050,4331,74190,15157,93642,2254,4409,54396,7754,1763,1864,0,21009,48981,18624,294722,14437,1630,24712,10924,7847,8960,2887,4590,5714,4084,336,2338
D12B110A,3,2,49,B73,8,10,along,57268,0,10160,5366,0,5089,7057,0,0,0,2042,0,90718,4064,0,1117,0,0,0,3559,961,9938,38618,24652,9050,0,44897,79854,33235,164354,2563,10134,18032,199092,8454,7944,2872,3336,19321,406787,86752,1403419,1870,5007,26364,1798,9597,5277,2193,2352,1809,0,11632,20995,33381,83129,30289,28198,12460,42074,0,6582,67386,1340424,439240,0,0,526,36190,956181,1663,0,1310,62573,400241,4601,10760,14057,17631,14334,360348,24219,1929,10883,9972,87531,17979,10136,1001999,2590,7641,27196,13663,24348,1957,23144,5334,9910,1859,192423,994191,80107,56734,13490,17290,176922,177706,357819,7798,8915,6439,2886,5021,13724,3649,9750,4629,1600,1127496,1042133,51519,19823,149976,45140,30274,22042,3615,7062,846,19953,3937,11340,1349,3445,2498,600,0,231,0,116264,96447,215894,485533,663953,3061,9476,5557,2671,0,0,0,5833,6005,857699,0,57550,5875,257,476115,56207,853,0,0,0,3121,634,3436,673,2503,1058,7050,0,3188,0,3590,11668,3939,701,2207,2984,8996,5785,10708,27406,83408,8872,98218,3840,0,16151,9228,10218,0,32334,2467,96945,1981,0,783301,31816,3169,32627,429398,1259,0,848,0,5477,0,47645,1800,2227,2734,0,2345,2681,14165,1673,6036,703,3572,0,1544,7919,2786,40497,28125,0,206025,21364,175350,5083,4462,53076,7368,1329,3364,893,76423,273817,70676,1077301,29150,2402,71230,32088,14689,7779,5035,11093,12161,9252,755,20224
D12B212A,3,2,49,B73,8,12,along,80107,0,1294,1294,0,17860,19870,0,0,0,3404,0,202660,7241,423,0,0,0,0,5989,2150,19385,46062,18160,2585,1944,66239,88042,9974,249429,0,11037,87030,553461,5647,2143,0,35245,32800,197279,123539,0,943,3134,8104,2158,2840,7684,1033,3244,3939,0,26177,69753,181291,200531,46550,34011,17049,216734,4577,19787,140230,345521,21799,0,0,0,64455,138679,4956,0,14423,96293,294537,1862,9588,1436,39119,39499,368777,8430,2240,1712,1201,29223,12729,4786,2868457,5369,3164,30958,3241,4975,2908,93963,10392,16884,7786,864736,1358146,213345,2362,0,69361,306936,179127,948262,12972,43501,0,7458,9000,23407,11964,1122,5669,33905,1216572,820411,10622,41114,57700,9633,29801,4139,1471,7774,2455,208935,105061,38476,4853,0,5356,0,3406,0,0,162047,24791,143474,398298,116381,11130,6260,0,1695,19845,0,0,12862,13052,682673,0,34596,58346,1023,667384,25557,0,879,503,824,7358,1216,2994,0,3884,2008,7451,1754,3814,823,5892,15530,5972,733,2238,1730,23924,8703,8314,23905,129824,11906,19279,3038,0,18676,7458,13005,0,39580,0,95750,1969,918,516497,15267,0,21026,93325,0,423,984,0,1194,0,27088,2830,2125,1810,1449,3034,2481,15094,1424,6825,751,3974,0,1887,13895,2340,39322,25453,4562,127309,11794,60196,1204,3191,12322,793,2741,3910,0,72184,222038,66072,424563,7151,1116,22265,5483,4297,2187,4067,7431,4517,2956,0,5224
D12C210A,2,2,49,CML312,10,10,along,29254,0,12532,5183,0,4703,7945,0,0,0,1074,0,72724,3036,0,784,0,0,0,2815,2198,3773,28988,39070,7770,2724,14844,76110,24633,204963,4543,13642,35704,262680,16025,15853,4226,6085,22549,653642,87172,1226517,1660,8585,69057,1460,5783,11341,3095,4397,1742,0,17513,22921,61680,98625,44169,33549,18154,74833,1094,4898,59741,773949,563086,0,0,2500,47234,604070,2255,2479,5153,88838,676058,6440,28215,17379,13681,6990,264751,6250,670,13407,9644,85390,77842,10648,760240,3500,13833,28993,12364,54523,0,27251,11198,11659,3126,527667,677099,62799,7526,36430,33703,273977,152344,336704,4460,21961,8262,13271,7048,7040,3969,13262,3573,4143,1053049,1222045,29947,48090,921277,6685,30058,48918,15632,9628,971,51142,9269,25354,1986,3352,12668,3019,2810,521,695,117546,140275,124887,706810,933733,5921,19689,6875,0,0,0,0,5494,5611,1027585,4464,90903,10455,6340,593748,26053,1770,0,0,0,3545,1067,2458,836,5015,1313,5369,1650,4475,961,6807,13852,3773,460,1514,1640,16303,2790,4135,12551,92069,11157,218897,13249,0,5315,1782,1572,0,2493,0,12554,2302,909,101375,6880,0,22568,468286,1641,505,1940,0,23029,0,69846,2817,2075,1212,757,2465,3606,17724,1440,16303,1030,4262,0,2036,10163,3480,18158,12259,5074,92129,28565,217714,4078,13994,228263,13980,2338,3546,0,12023,31919,21683,375250,10920,2676,65700,16673,39916,22201,2193,3913,5175,5652,0,0
D12P28A,1,2,49,PT,11,8,along,4858,0,20608,24583,0,6257,9348,0,271,0,5146,0,135364,5213,0,0,0,0,0,4075,2901,6428,31398,62043,5947,4589,22162,106441,35038,166792,4195,7287,24019,356002,17035,15424,505,3309,36731,418784,106293,1802398,2088,11453,49608,1896,7968,13309,4398,4981,4406,0,21099,22656,75109,105139,46549,31509,23014,61272,852,3517,6218,40352,33056,0,0,645,4544,26631,0,0,6624,114024,725410,5181,30148,15735,18750,19117,472181,35402,2640,18318,15079,53396,39047,17482,1212509,4078,15357,18560,15902,29176,0,34870,7465,12119,3390,504757,1331593,84802,50375,20596,34713,240635,239132,349352,13144,19711,11910,11183,9537,6200,4574,13220,2505,17217,1413376,1588579,101683,52786,719788,65853,11654,23425,17040,10220,1320,159131,19470,49904,2896,8891,26877,8332,6505,6518,0,161002,177583,422613,383438,754504,9745,819,1051,0,0,0,0,5984,5585,1062318,365,59488,123462,181,411884,39726,1947,0,219,0,6824,1060,4351,0,2266,1855,6647,972,5552,0,1678,18531,1801,1264,0,1956,14851,1822,8966,7393,46719,5580,97394,6932,0,4001,1038,933,0,3021,1094,8660,994,0,57858,11055,0,13340,285857,927,0,1707,0,19140,0,80290,1382,2530,1884,879,0,1731,9170,1145,6900,708,2967,0,1782,6276,1517,9564,7945,1706,37154,14968,98705,1659,7743,113387,5743,1813,2804,0,7095,18232,14450,226366,0,1339,44292,10245,29888,20877,1501,2030,2259,2450,0,7752
D12B14A,3,2,49,B73,8,4,along,0,0,16237,15340,0,7720,8334,0,0,0,1185,0,117778,12261,0,1413,0,0,0,2932,0,3223,21554,28536,2899,0,15476,67725,40166,185613,0,7910,6225,191319,786,8963,0,2918,10138,601899,43706,2198223,0,3641,19703,0,4665,9975,4535,3266,7075,0,12417,15320,26618,67090,20807,11794,10375,26289,911,2347,1125,114682,62302,0,0,0,488,112298,478,0,2416,61303,917896,4951,11406,0,63720,13482,237715,20421,1357,9966,11787,108924,35952,7676,2104282,7274,9353,12254,8998,18407,0,14302,3257,7329,2681,88875,2094961,131782,8719,9243,13910,174306,104015,117459,0,0,9142,15293,6927,5518,0,7405,868,12988,2143610,1464283,24864,77284,550317,36775,3130,20170,0,2072,2419,170327,21295,58683,5473,15329,26135,7879,4026,6981,0,77390,86592,129490,246810,539696,0,0,0,0,0,0,0,5059,0,545006,2533,50429,76344,2092,312521,21071,3320,604,0,0,9480,2183,8241,1453,5174,2363,12516,2591,15554,1984,2419,12128,9658,1938,1950,2755,20193,2976,1818,15476,88405,8920,47199,13199,0,8314,3423,3583,0,7219,1634,18263,3034,0,109419,7048,0,23990,382895,0,0,2439,0,4326,0,53364,4716,1996,5624,977,3999,4988,24023,3797,16899,1815,5213,0,0,18245,4548,17320,15618,4590,77599,30962,182702,3866,13691,210765,5212,3314,3410,0,17031,23584,31382,530912,7437,1523,57218,13827,27952,15609,2589,3934,2973,3218,0,0
D12P210A,1,2,49,PT,11,10,along,15444,0,6107,5535,0,4823,9205,0,0,0,8134,0,105385,5015,0,0,0,0,2788,5731,1904,8217,41950,38476,7694,2964,38842,102124,26197,143805,4708,22125,46230,354257,15901,8343,5253,8081,44052,770260,126832,1402883,2212,10432,46995,3719,10228,14229,3093,5081,2187,0,18630,23959,61148,105649,42837,24159,34066,81532,1382,6619,13111,82789,23299,0,625,0,9038,54917,1036,0,9308,122803,676331,7477,36853,17711,31859,32137,585679,7141,174,15740,12124,103587,50528,13301,1366131,10687,12954,22795,17162,39159,0,49549,11369,17917,5182,735252,734859,58930,2867,25106,61536,483843,325149,652330,14072,26039,0,9070,11489,6865,4272,14346,1057,4551,1397675,927380,32990,26001,371296,65869,27609,27715,12792,18564,1283,158588,17802,40752,1631,2183,18638,669,5448,2716,1622,138870,152744,285646,539920,905769,7925,7504,6493,258,86593,0,0,6189,5800,960204,356,76696,236106,470,443944,51685,1980,0,0,0,7100,1258,2997,715,5617,1643,6250,1475,8496,1392,6972,9182,1871,1361,1450,2370,8100,2743,4753,12775,85091,6110,46124,4932,0,6986,2636,3452,0,8038,1634,31509,1737,0,233006,15800,0,17258,317575,953,0,1055,0,8040,0,57397,2710,4152,1033,694,1999,4188,11829,1118,6313,1517,3281,0,1562,5355,2155,18542,13032,0,72170,16730,115124,0,4997,57693,6435,2117,2986,0,23254,72593,32270,493084,18761,2562,51665,13201,18694,12032,2218,4122,5152,4078,323,7275
D12B24A,3,2,49,B73,8,4,along,9249,0,15761,6962,0,8783,9388,0,0,0,0,0,122992,7054,0,0,0,0,0,4907,2617,5824,33564,37723,4929,5092,23299,114701,78259,159348,686,10026,7564,221024,5161,12708,0,0,17193,700764,58889,1726200,0,4046,22584,0,5524,10558,5826,3994,7162,0,15877,32481,101662,92047,23104,16945,11135,30242,0,9406,23316,949060,598638,0,0,244,13985,612082,7843,467,2448,44906,509084,2829,10485,0,52062,13186,146851,18860,379,8563,11501,217527,7970,7374,1560178,6249,8990,17492,6099,10673,0,14504,1991,202,2809,65222,1566144,59559,18740,8781,12092,140761,84924,75555,0,0,0,6842,6096,3746,3886,2478,1317,7799,1567937,827773,20922,37538,386576,31686,885,12269,7170,2627,2305,85689,171140,18927,20932,24872,12527,4904,1877,2124,0,102935,91993,161915,232019,414144,0,4083,2700,0,8742,0,0,6690,4356,911501,3740,91139,126975,3035,542086,26018,2084,0,0,0,6368,1013,6160,898,3451,1293,5971,1827,5334,1914,6669,10069,5596,2378,2624,3314,13286,3362,3511,5453,43073,15479,67025,13496,0,11405,4542,4040,0,11803,3363,19301,10616,7412,131632,16294,7839,34030,593680,0,0,11115,0,13498,0,92323,4318,0,3977,672,0,4208,21201,2738,18985,0,5151,0,0,8714,2813,20128,14878,4548,100151,33744,232216,0,14676,262343,14798,2739,6869,1359,31911,59107,33490,617028,13371,1974,88320,28120,58801,7000,3322,6284,11112,4378,0,0
D12C26A,2,2,49,CML312,10,6,along,3826,0,20995,21106,0,5860,9111,0,0,0,362,0,83327,3450,0,1021,0,0,0,3072,1255,805,23300,56088,11075,3132,10158,83397,46160,146139,4568,7125,18107,214178,11318,18414,2980,2137,18608,410866,64754,1247320,0,4278,41023,2641,5921,6171,5950,4382,5040,0,20645,18034,75737,81773,40612,18026,25105,48102,902,4818,75764,871256,1058488,0,0,411,42501,538109,570,487,5592,56132,697947,4799,19089,0,54947,17442,139556,24993,539,11033,10337,155852,49694,10909,1111480,3972,16539,25052,3840,22911,0,18012,6763,7781,3376,399023,822869,55585,40236,24987,24564,127920,123203,201977,0,16235,16618,12185,6077,6425,3781,8591,7264,11788,1179696,1162985,74285,58112,834107,5088,9621,22725,9818,2754,1384,59654,16817,42784,3147,4712,14569,5605,2826,1197,0,111002,158599,95293,464232,783862,2659,8143,4620,0,16352,0,0,4386,4904,1073942,5701,82745,78354,4139,461783,12167,1680,367,0,0,4797,792,3133,0,1859,992,4400,823,2461,0,3795,11605,10750,1607,1839,2159,10830,3196,3575,11885,97557,27695,255666,19000,0,11985,1490,2217,0,5560,0,9213,3007,0,92859,17791,0,69096,537108,2060,0,6344,0,27537,0,88498,1689,0,7054,826,2392,1887,18536,1624,28777,1584,4293,0,879,14814,2816,24130,12019,3385,83365,25250,244848,4422,21134,337167,13432,2049,4717,0,16940,39931,21289,347364,9641,1341,71103,15913,53245,3964,2145,4571,6085,4044,565,8264
