"samples","CAR(12:1)","CE(20:3)","CE(20:4)","DG(34:1)","DG(36:2)","DG(36:3)","DG(36:4)","DG(34:2)","DG(34:3)","DG(34:4)","DG(36:5)","DG(36:6)","DGDG(32:0)","DGDG(32:1)","DGDG(34:0)","DGDG(34:1)","DGDG(34:2)","DGDG(34:4)","DGDG(34:5)","DGDG(36:1)","DGDG(36:2)","DGDG(36:3)","DGDG(36:4)","DGDG(36:6)","DGDG(38:2)","DGDG(38:5)","DGDG(38:6)","DGDG(40:2)","DGDG(42:2)","DGDG(42:3)","DGDG(44:2)","GlcCER(40:1)","GlcCER(34:3)","GlcCER(36:3)","GlcCER(38:3)","GlcCER(40:3)","GlcCER(42:3)","LPC(16:0)","LPC(18:0)","LPC(18:1)","LPC(18:2)","LPC(18:3)","LPC(20:1)","LPC(16:1)","LPE(18:2)","LPE(18:3)","MGDG(34:1)","MGDG(34:2)","MGDG(34:3)","MGDG(34:4)","MGDG(34:6)","MGDG(36:3)","MGDG(36:4)","MGDG(36:6)","MGDG(36:7)","MGDG(38:1)","MGDG(38:5)","MGDG(38:6)","PC(30:0)","PC(32:0)","PC(32:1)","PC(32:2)","PC(34:0)","PC(34:1)","PC(34:2)","PC(34:4)","PC(36:1)","PC(36:2)","PC(36:3)","PC(36:4)","PC(36:5)","PC(38:2)","PC(38:3)","PC(38:4)","PC(38:5)","PC(40:6)","PC(34:3)","PC(36:6)","PC(42:3)","PC(44:2)","PE(34:2)","PE(34:1)","PE(34:4)","PE(36:2)","PE(36:3)","PE(36:5)","PE(36:6)","PE(38:7)","PE(42:3)","PE(44:2)","PG(32:0)","PG(32:1)","PG(34:2)","PG(34:3)","PG(34:4)","PG(34:5)","PG(36:6)","PG(36:7)","PS(42:2)","SQDG(32:1)","SQDG(34:1)","SQDG(34:3)","SQDG(34:4)","SQDG(36:3)","SQDG(36:5)","SQDG(38:6)","SQDG(32:0)","SQDG(36:4)","TG(42:0)","TG(44:1)","TG(46:0)","TG(46:1)","TG(46:2)","TG(48:0)","TG(48:1)","TG(48:2)","TG(50:0)","TG(50:2)","TG(50:4)","TG(50:5)","TG(52:0)","TG(52:3)","TG(52:4)","TG(52:5)","TG(52:6)","TG(54:3)","TG(54:4)","TG(54:5)","TG(54:6)","TG(54:8)","TG(56:3)","TG(56:5)","TG(56:6)","TG(56:7)","TG(58:6)","TG(46:3)","TG(48:3)","TG(48:5)","TG(48:6)","TG(40:1)","TG(40:2)","TG(50:3)","TG(52:1)","TG(52:2)","TG(54:1)","TG(54:2)","TG(54:7)","TG(54:9)","TG(56:4)","TG(56:8)","TG(58:15)"
"D12P24A",773,22110,1178,0,0,5884,14272,33802,36446,3888,62772,41600,52734,2211,2659,7498,297741,21721,2268,7604,40561,953723,68698,1639995,0,4759,24263,0,38933,5982,3853,0,23293,125389,100867,69210,"22746",69104,8231,10603,84498,52339,0,0,5276,3559,0,58113,653186,23716,0,52429,389136,1615953,23353,22316,7496,12880,0,15910,7669,24150,5305,368117,1243676,26183,36947,476928,321707,17810,1483075,6453,5447,7426,27196,2282,1577030,844619,26539,7604,744391,68248,53707,8875,53325,111193,35596,8677,29281,17219,75072,156557,163642,253373,712630,999,678,1727,0,3946,3479,615097,0,80649,7855,622,127426,19172,2261,0,8105,13163,12417,11765,25102,10103,4319,8431,3298,3185,5444,28463,132819,327327,401880,3196,5732,16712,112165,571809,787,4875,5827,1725,16771,105703,14447,0,6753,34295,82842,42231,11930,41706,1205,7540,526013,33452,1396,0,3171
"D12P110A",15663,1944,0,0,0,4604,15115,27583,15356,8358,50316,61042,42500,3879,2880,20522,465898,33806,5265,23458,71157,977334,209273,1623814,2100,18354,107879,6492,23808,4492,10201,0,29369,95890,140209,127081,"24402",28791,6483,9907,27239,5783,0,0,1745,0,7389,147166,873607,62157,21530,153185,1090147,1187639,20116,24123,36960,112536,0,34384,8003,9584,3258,563230,1057290,30205,64605,487946,708283,32343,1043976,3767,29913,52086,59967,2258,1365467,216215,14368,15292,293629,37588,46177,3583,16615,23601,3550,5458,4701,8131,154836,153988,174513,717780,1336149,4470,9654,9544,0,6349,8018,1378096,723,154977,360738,10150,150717,96520,662,0,3768,2246,1734,4510,2601,1814,4410,654,1091,571,4814,13029,46324,40717,16697,3791,10436,25081,51867,56825,0,2075,2615,1348,7128,35231,1339,1983,1975,1710,9733,6044,2547,5704,645,1915,97934,7068,901,768,1701
"D12P13A",423,52030,0,0,0,0,13297,0,31168,0,79163,106246,29099,1719,2231,12850,461011,20253,2423,5190,49717,863827,97710,1714405,5659,8210,36626,9267,55473,10235,17328,0,18769,81976,88451,66723,"16027",51953,3539,9740,44150,30368,0,0,1807,0,8604,78146,716373,30132,0,72247,653406,1062723,30040,18280,12729,30766,0,13823,2567,1638,3499,201293,1403235,12385,22862,98199,154244,13262,537200,3765,3707,1127,27617,0,1530980,284720,9587,3381,225871,26268,30031,4664,16159,28992,8390,20301,10908,0,63376,208262,103584,183576,901239,1850,544,1846,0,5050,7225,1153449,3525,112670,289268,3946,70950,41581,8462,0,25825,35081,42779,56784,99937,34835,16559,31758,15449,3784,24488,161920,375352,590582,499073,21543,35447,100202,195455,819666,6671,7293,9464,7818,6118,60678,27063,2546,3845,13754,213083,53049,35249,111276,16419,25486,661730,161323,6042,0,1272
"D12P28A",4858,45191,0,0,4075,7490,28590,31398,62043,5947,106441,35038,166792,4195,7287,24019,356002,32459,505,3309,36731,418784,106293,1802398,2088,11453,49608,1896,21277,4398,9387,0,21099,97765,105139,78058,"23014",61272,3517,10762,66983,33056,0,645,0,0,6624,114024,725410,35329,15735,37867,472181,1397951,15357,18560,15902,29176,0,34870,7465,12119,3390,504757,1483987,20596,34713,479767,349352,44765,1701445,9537,6200,16228,36645,2505,1413376,838427,17040,10220,159131,19470,49904,2896,8891,26877,8332,6505,6518,0,161002,177583,422613,383438,764249,819,1051,0,0,5984,5585,1062318,365,59488,123462,181,411884,39726,1947,0,6824,5411,2266,8502,6524,1678,18531,1801,1264,1956,14851,21869,100917,218306,133805,4001,9066,40579,78567,355073,927,2030,3966,2450,19140,80290,1382,2530,1884,879,10901,8753,2967,8058,1813,2804,240816,50765,1501,0,7752
"D12P210A",15444,11642,0,2788,5731,4868,47059,41950,38476,7694,102124,26197,143805,4708,22125,46230,354257,24244,5253,8081,44052,770260,126832,1402883,2212,10432,46995,3719,24457,3093,7268,0,18630,85107,105649,66996,"34066",81532,6619,22149,137706,23299,0,0,1036,0,9308,122803,676331,44330,17711,63996,585679,1579413,12954,22795,17162,39159,0,49549,11369,17917,5182,735252,801207,25106,61536,808992,652330,40111,969440,11489,6865,31881,42061,1057,1397675,463166,12792,18564,158588,17802,40752,1631,2183,18638,669,5448,2716,1622,138870,152744,285646,539920,913694,7504,6493,258,86593,6189,5800,960204,356,76696,236106,470,443944,51685,1980,0,7100,4255,6332,7893,9971,8364,9182,1871,2811,2370,8100,28193,183068,184088,74057,6986,29342,154858,282052,402261,953,4122,6207,4078,8040,57397,2710,4152,1033,694,20015,8948,3281,6917,2117,2986,544115,30726,2218,323,7275
"D12P18A",5229,12540,0,0,3960,4734,22854,20377,29397,8500,87538,98251,31708,2926,2939,42519,344954,34717,5015,3960,41452,813686,162047,1514074,2548,16356,92092,1862,19099,4691,7884,0,19447,83057,70527,52753,"23130",40039,2681,13309,54178,16340,0,481,1016,0,5434,112101,625738,47131,17872,67427,762814,1678896,20829,19440,23775,67484,0,16185,9719,8573,3631,722990,720343,26160,52983,435985,619805,44564,1491240,7820,5433,30145,58373,1140,1510139,603852,4831,6730,102909,9428,37718,2181,5839,17567,1513,4045,2501,959,130704,191375,180710,442734,1239741,6425,7601,5021,0,4752,5064,1217271,5577,122019,223675,8138,120841,64931,3259,0,10267,14670,10520,16003,23419,18652,12875,18499,4859,1921,12212,74230,195433,267051,121297,14260,27218,88133,96310,220646,2676,5142,6981,5795,7402,52055,5420,3574,3740,750,44383,21632,10253,23238,5242,8690,237440,17805,2461,0,4029
"D12P23A",780,59671,2139,0,3226,0,12181,9073,32401,2922,72238,43432,89456,801,5563,18895,321477,17292,760,1956,28035,542460,71134,1899921,4488,5970,33603,0,16734,7346,18097,0,23183,113406,0,56563,"25720",53599,3643,6097,58394,39817,0,344,1047,3457,5612,69712,579608,13903,0,73946,365242,1415414,21313,18176,4654,17518,0,29396,7003,25346,5380,414379,1706161,28221,35003,353221,679672,19445,1466998,14483,10432,13687,31231,1189,1728749,1138160,6929,3114,716288,68036,37541,3921,52998,117143,43709,15970,34471,0,63066,168689,178132,231807,868962,2037,4305,0,27997,3554,0,764523,0,57696,122707,0,135215,19018,3178,0,11603,12554,6933,17249,20770,14628,10782,13537,3860,3147,11051,27903,116242,315539,269657,6013,10042,46784,48409,298691,0,3155,4235,1731,3041,69552,4267,3531,15017,718,24437,19407,5381,12719,3603,4165,168352,25833,1956,0,1876
"D12P26A",2892,31211,0,0,3029,3589,23012,13489,39109,4146,85880,31950,98998,2905,6158,19491,295625,26265,2656,2181,24634,816667,84659,1769824,0,7255,33278,1313,15247,4793,12943,0,14276,75955,0,44526,"18848",55972,3081,12277,70319,15586,0,0,1210,0,6739,81915,532781,29894,0,86320,345981,1279100,16235,20394,9487,17046,0,28448,7857,21724,4875,581918,1692518,25130,40994,529043,532501,35319,1497201,12412,8711,15080,32597,2479,1731886,900513,11769,4822,223841,170747,56144,14419,10509,35805,9319,5731,7470,0,109748,211604,334614,307690,781509,1120,514,1157,0,5630,5355,968833,1377,86428,150905,0,319488,29831,2968,0,8503,7692,4145,13432,13031,9700,9050,14731,1340,1870,9191,68455,138392,249000,154793,52319,52054,105846,84086,322603,1287,2744,3504,2074,6407,66580,2682,1601,8136,712,26950,11777,6279,34264,3167,10124,239781,27746,2710,0,3071
"D12P16A",744,30730,0,0,3401,1757,19073,6981,33104,4810,62334,105926,23212,2704,0,20775,309122,37087,452,0,33410,770710,135386,1815975,1357,16690,86414,1392,17074,6368,7559,0,14479,51393,45599,49492,"45176",23467,1091,9380,32439,16798,0,785,0,0,7008,71777,598323,44781,17869,91320,637858,1992141,25147,18820,18691,59109,603,12654,2215,6052,2921,526186,1364668,21479,35010,247247,289419,40465,1402268,3343,5138,15070,47683,1761,1805808,653870,3289,3019,98205,11705,42876,2375,2356,20975,608,7403,4839,0,105271,227040,176401,349056,1312347,616,6217,4076,47036,5402,6159,1216663,8388,101006,189949,6977,82809,52288,3099,0,8546,8096,3822,13524,14778,10715,9648,13207,3072,1087,9901,53989,145420,266506,145105,9390,19376,77220,114419,386666,0,3378,1751,2534,1973,56455,2590,2018,4821,1142,25801,18493,6728,16240,3732,4949,241816,28484,2752,0,0
"D12P112A",7528,864,0,0,0,3146,28234,0,9427,3314,39908,7491,45257,3327,2205,60044,469399,10093,609,6839,33447,314762,145157,2062308,2789,8259,32186,919,7975,2042,7541,0,19641,109033,62509,49109,"17027",55582,15340,12684,55294,6476,0,670,0,0,10128,92073,476535,23252,1424,133074,695831,2057410,2438,21332,10991,27872,953,82788,13928,22050,5180,809394,1082792,10051,87998,942871,1398216,58863,1707005,7758,57858,114501,42325,722,1600893,211591,3067,3898,537368,44552,51530,3064,11732,30649,3976,6518,7269,0,143296,79533,161060,441601,481351,7071,5219,0,35138,7240,8698,891193,0,51138,59601,616,109337,37416,2272,0,2669,3924,3116,12126,12510,8976,8326,9379,2251,503,7682,22527,72074,34107,10402,7927,14725,43727,50231,16385,0,2386,1315,1120,479,23659,2605,1082,2015,998,17887,5029,4770,9223,3030,3389,45202,1813,1724,0,1722
"D13P14A",0,7668,0,0,0,0,5509,12242,20341,2500,28670,36501,70290,1580,1871,5644,199206,6160,77,12796,20260,590692,58742,3082789,4564,1426,34682,1530,21620,8819,9511,1719,11189,64918,55505,35894,"11850",22714,3211,6299,29932,17574,0,618,0,0,4716,27259,342132,15246,0,38569,123699,2618700,13675,13092,3249,23429,0,11997,4614,6348,3242,230113,2565030,3202,32893,181556,161875,13578,1494115,5474,4671,6698,24991,1249,2924386,835204,15340,4582,99543,14000,47917,3948,11523,24197,198,8432,13675,3199,36466,86099,101239,141382,530844,2797,3404,0,0,8417,0,442050,1428,86631,85414,3942,307105,12771,2979,0,11539,10133,11840,12396,26183,18782,8807,4159,2377,1196,11479,30254,58497,102433,86104,7415,9678,24253,49519,186328,1642,2062,2897,1514,3197,21056,6873,1396,1993,6049,40826,17981,3381,21244,2514,6505,139399,54980,1710,0,2141
"D13P23A",0,21497,0,0,0,2402,16093,10508,18427,3619,49642,64340,106716,1734,2045,14669,228320,18596,241,7938,25259,572436,82019,3244963,2009,2037,60008,2570,18053,4012,10585,0,14838,71389,56267,33028,"9930",28275,3452,4638,43531,14973,0,0,3343,0,3841,43852,500785,18512,0,48638,360767,3325539,19275,13388,16268,40577,0,14059,3017,1270,3170,84376,1752411,11832,15453,123004,88146,7357,786122,4676,4947,4761,30575,1983,1659627,332409,0,4972,209163,19575,78253,4121,12378,22511,7073,4372,9499,4825,50626,113418,147877,143391,744357,0,3200,1655,0,7564,5688,755273,5438,63616,257793,617,311706,45970,5760,0,17308,13737,17252,19021,29789,33138,19266,14902,5957,1428,20777,41904,122624,213817,137552,12626,21014,59306,121875,361862,2701,2669,4831,3062,3687,30022,11951,1586,1849,4409,63258,18480,13139,34883,6514,9639,512487,41715,2169,0,2602
"D13P28A",5628,1740,0,0,6776,3012,57315,22776,16184,5581,78267,72851,97827,0,11535,27900,324480,20410,180,0,41274,662938,165227,1770798,1876,20866,108620,1593,9063,1891,2642,0,16214,51461,68226,51824,"29588",27094,3284,6287,85741,9161,0,677,1490,0,6036,64372,634409,22184,18835,52956,858916,1888600,16665,25048,33532,106633,0,33109,5803,13383,3573,210968,1435876,24016,31672,531811,126384,20522,1125555,8805,29831,51221,63743,206,974941,195503,3186,3274,105839,14259,21894,1885,6476,11116,1527,3867,2643,0,99025,110199,183952,464737,1366943,940,6568,7479,47792,5834,6060,1280613,1782,103221,171214,10034,422487,104197,2698,0,6922,10026,7659,11342,15860,13686,10198,12088,2777,3242,10966,60654,239071,212861,33761,16633,74362,394787,601582,241486,991,6844,6597,8193,2371,26987,4297,5786,3380,766,25227,9105,5099,13459,3402,4472,721779,7522,4558,0,2341
"D13P13A",0,7390,0,0,0,0,8173,0,12672,0,18698,31222,58338,1374,3831,14901,137297,6481,0,0,14542,467834,35662,3988931,1802,4676,21816,0,8299,4767,8018,1323,8367,16072,32973,18454,"6478",19858,2294,5640,20009,16258,0,0,0,0,4138,22701,190731,12730,0,31273,80147,3350181,9291,12302,7999,14705,897,8956,4613,5838,2596,220877,2144441,3640,28001,162329,162686,16402,1400838,5167,4536,6026,21805,4026,3021159,870938,0,1558,112247,66723,49450,4625,8544,27980,7947,10178,15366,0,41784,79714,99870,136105,315077,3246,2417,1346,0,0,0,696803,0,64110,42040,1651,188796,13464,3281,0,8066,7342,6273,8027,13050,10159,14379,7491,1565,1379,16230,18822,37542,64264,37856,2636,4030,14915,26697,98571,0,1572,1762,964,922,14481,2447,1493,2978,0,16554,8127,3835,10786,3307,3668,67401,11715,1225,0,1732
"D13P26A",855,9869,0,0,6416,2228,22542,12350,21650,5923,72632,64258,114904,2516,8385,14406,247200,27907,417,0,32973,756456,107204,1892627,1899,13688,88772,1575,4554,2893,4137,0,12946,50746,42951,30384,"18394",37979,2116,4814,114694,17012,0,0,0,1844,2768,57403,635961,39227,18516,26114,409958,1774457,21780,19390,19981,57484,0,15143,6642,13334,2355,248213,1172019,25367,29416,419436,283719,23772,1558090,9028,8470,20280,53022,410,1824640,484353,3628,3274,133625,15141,72199,1922,6281,22253,1275,3559,3957,0,97915,175718,214770,282721,1346810,3706,804,521,0,3559,4690,1099972,1170,88586,6574,6535,418178,48117,4778,0,21047,38841,26782,26293,64921,56720,13742,49011,6268,2120,10917,86059,162365,274171,100074,16879,30571,110681,160114,308938,0,4584,3173,4862,1363,41916,14222,1674,3245,0,81053,29234,14001,26411,11068,10988,430813,18220,4263,0,2912
"D13P16A",2936,19896,0,1242,4542,3681,20723,19050,27972,8213,88512,38152,106344,2719,8040,27361,230103,25717,507,6445,27367,954331,87034,1646549,2642,7690,57057,0,12754,6099,14434,1880,14141,76561,60842,49530,"17297",41951,3275,11204,78605,28948,0,0,1674,0,2606,58480,600851,11740,16943,103951,282891,1460632,18179,28857,11766,34267,0,28797,8303,17284,4329,619428,677480,24095,60892,704465,639579,63369,1431639,12706,8873,27469,48797,9439,1640210,761176,5609,5914,186668,21215,63309,3468,11984,39365,7334,7077,6445,0,85240,170317,191305,311273,999082,1143,5465,3180,0,5627,4802,1099599,6885,133836,13588,5377,342665,21990,2680,0,7851,9257,5767,12269,17230,11509,10395,18128,4845,1332,11098,71546,272417,439080,177622,12525,34039,141494,167205,490392,2761,5915,8309,5136,3547,57831,4353,1906,3379,0,31756,17902,6852,17589,5138,7610,490369,30797,4348,0,4475
"D13P24A",0,25456,0,0,5228,2449,23435,14894,39871,3465,88650,52141,126896,2500,6561,18719,396804,34101,4982,0,42549,914359,102558,1539166,3447,13213,81034,2240,13543,5417,12249,0,15760,74765,56195,45795,"18319",46020,2888,3460,106616,34081,0,590,4424,2059,5126,92499,819728,42525,24438,96751,459607,1676873,29280,27198,14124,42253,0,26036,5826,10602,3233,195240,1226444,20754,23525,411864,420464,17464,1315044,9330,6374,13515,45286,2120,1532841,597836,8387,3233,463851,48897,75207,4492,24338,66198,18545,7896,12316,1418,95663,173116,191951,227498,1014171,1809,4731,2210,0,5191,3924,1127122,7037,106041,259372,6484,346240,37630,3244,0,10951,14012,9786,14136,23273,17762,8764,13135,4945,1534,7215,34144,140696,335351,178836,7943,15866,62355,91104,444467,0,3270,4588,2797,9207,64170,5119,0,8759,1199,34369,12731,7398,16017,4028,5969,387737,32800,2204,0,1536
"D13P18A",1746,4970,0,1769,7222,3267,50954,8080,26986,6453,101201,136565,102484,0,10794,41176,287983,25259,346,1509,31438,894046,152557,1736604,3107,12493,77311,0,10156,3028,4904,0,14567,63622,0,46986,"18605",37663,3726,8930,79322,13518,0,0,0,0,7763,78257,742069,58312,22680,154100,557193,1719696,17182,30596,24225,74249,657,37467,10687,16155,4602,510350,939147,25688,65181,807247,373950,41474,703536,12098,20043,54992,62097,5234,1607262,299969,2867,3186,227137,14822,38701,2583,9805,30750,3505,8578,4818,0,116962,129620,183491,532664,1270602,925,9392,5835,0,6325,6284,1222115,1395,125880,76594,7902,370677,43053,1947,0,4372,4035,2286,7403,6414,5694,5506,7557,2760,894,5087,59139,183756,230982,62525,14926,60589,274611,296651,252347,879,4781,3195,6715,958,28374,1353,3156,3515,649,12988,5303,2380,11017,1509,3543,416507,12593,4482,0,1236
"D14P23A",0,5678,0,1127,6259,2206,18300,31867,32646,12413,104645,233405,121050,358,4003,8632,411492,45447,4098,11003,28079,905329,110617,2024622,1731,9895,102182,21726,38318,11966,13786,1797,37445,132571,135344,78591,"48057",38192,3265,2492,55970,19358,0,0,200,1709,5498,56856,1304865,75895,38865,25678,352336,1779762,68976,26180,20449,142756,0,21725,4652,1381,0,106919,1655829,17689,13672,174723,76198,26098,568758,5813,3563,19065,43560,2028,1604913,324551,9222,7575,208180,58825,42007,6591,18904,29814,8113,46818,9406,6462,62808,288197,72313,249263,1380218,1649,359,7064,53785,5511,3543,1465788,6502,92185,167517,7789,206614,21380,1421,1530,13402,8999,12149,14964,11328,15986,14123,3451,4109,1269,19737,42885,143131,256550,168289,6866,17480,31364,55369,99255,2671,6161,5780,3517,6658,43138,7602,1490,3219,6099,69303,44084,8732,33300,4206,7121,127865,17084,3799,0,1256
"D14P26A",27846,786,0,2097,0,5016,45596,14459,10525,4714,60299,12322,44983,3190,2935,17828,339738,17975,240,15044,12138,426446,222177,1475592,4260,8159,59323,4825,22114,1244,11335,0,18791,79479,96076,73747,"12104",88235,6574,26062,139688,9856,0,0,1026,0,12304,115121,534443,53817,15321,204170,727600,1590347,18649,36147,17320,64165,0,212946,24572,72557,7003,1054948,336576,19306,64920,606897,1340500,52963,1570988,6388,77540,135866,69636,1112,1356759,320039,5487,19933,400949,41548,45106,1154,10139,43981,4834,13728,5152,3573,98775,100588,158058,560379,1208923,12448,15736,14793,0,4970,8677,929527,2572,58350,108302,4943,141814,35361,2215,0,10332,8876,8948,10373,19695,7407,11302,3540,4371,4211,14164,39549,132562,107242,25963,9726,34911,139135,169068,59560,982,4414,3687,2191,1334,20219,7200,5583,10744,1068,34354,12573,4912,15464,1889,2026,186736,4136,2014,0,1513
"D14P24A",1484,2076,0,0,3353,3535,25714,23695,19921,10951,102676,209229,66399,4010,1629,25699,239127,52714,225,2711,21959,776545,161096,1761871,1252,9799,103232,2458,16721,3028,2619,0,20218,78257,87318,72338,"19925",40635,2237,12264,179863,31955,0,997,769,0,3759,54341,922960,92539,37334,44265,470703,1732840,43674,20702,22556,114922,0,40835,10342,13437,3149,307547,590552,30713,30247,358232,396775,34603,1523720,12531,16849,41878,64411,564,1709150,483239,17657,13621,219072,177410,30222,9817,11379,34645,5601,15817,7417,3340,89714,255157,116951,536484,1619310,1237,12895,20215,0,4903,4165,1072225,7729,78496,132083,7656,145172,27993,1685,0,5028,2304,2559,4787,7445,4612,10661,917,959,1152,16211,52119,187277,177578,85696,7410,26026,94599,138633,158465,1331,4069,6418,3923,4838,25685,2032,1705,1901,1110,22728,9220,3166,12853,1079,3684,301172,16772,3610,912,2001
"D14P13A",0,4695,0,0,0,3658,25435,20611,19949,5115,90036,63338,95591,2088,2157,34643,311762,35949,4426,8068,32506,778695,146867,2029324,4200,12366,110270,2536,17943,1721,7443,0,21742,102009,82267,57552,"16643",33521,2511,3345,49741,13923,0,565,3079,1882,3617,44980,704817,58049,38473,49066,512282,1391638,32293,32299,25490,100581,0,40136,8680,12048,4017,285690,1587107,25138,35047,380577,405177,33159,1341153,13821,14542,33940,59550,449,1869879,499540,7984,8070,379437,38401,32127,1902,17666,37606,7723,22086,11036,3390,94627,201739,154072,487699,1504837,2310,9174,12219,0,2318,4439,1029895,6527,78091,18389,8622,223655,34791,1387,0,4496,3554,1666,6315,5093,3664,7573,2367,1482,1106,12980,22077,129584,117406,74731,5388,15475,60336,97810,152608,889,2476,4335,3006,2156,21953,1120,1273,2755,0,12330,7542,2541,8229,0,2213,243956,10625,2044,0,2647
"D14P14A",565,800,0,0,6749,2164,48270,2968,22664,5094,84665,62969,50949,0,8526,29399,252922,36831,6022,0,22472,871005,213335,1662595,2828,16366,153553,563,7916,1097,9125,0,22146,40252,0,42455,"34349",34595,5391,7185,68335,12058,0,0,5449,2224,6323,48031,641754,79375,47205,145318,703365,1790466,35036,32851,32052,156252,0,81210,14093,26019,9439,460976,1037123,31571,63466,765855,321972,38144,1308587,17365,7600,72986,97738,2267,1388888,561097,2649,2808,435889,35594,45906,3762,18723,62482,7228,24550,9899,0,112073,170930,144054,763870,1511325,4641,18322,36169,100629,5343,5434,929590,6029,109049,53717,12341,134152,37078,1532,0,3383,3725,2166,6016,5301,3577,2841,7761,1698,1415,3843,43705,114246,153976,49832,9400,32392,122573,125488,84360,0,2505,1649,3846,524,25295,813,6309,10405,0,12096,4159,1483,6059,1069,2092,147312,3225,1993,0,1875
