samples,CAR(12:1),CE(20:3),CE(20:4),DG(34:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:5),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:3),DGDG(44:2),GlcCER(40:1),GlcCER(34:3),GlcCER(36:3),GlcCER(38:3),GlcCER(40:3),GlcCER(42:3),LPC(16:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPC(16:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:3),PC(36:6),PC(42:3),PC(44:2),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(48:0),TG(48:1),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(50:3),TG(52:1),TG(52:2),TG(54:1),TG(54:2),TG(54:7),TG(54:9),TG(56:4),TG(56:8),TG(58:15)
D11B26B,20572,39971,774,680,2555,0,30471,16773,35608,5005,84857,70245,218367,789,13419,12505,291477,17740,2083,1880,21131,464069,68349,1666390,1382,7334,29161,1536,18961,5121,8274,0,10935,85730,50362,37937,13203,26208,3993,48109,1874540,631362,0,85,1090,0,5121,65508,619703,15633,12297,38718,178578,1780440,6936,23570,12163,19886,3318,14231,2994,4542,2578,69405,1408626,7328,7320,141580,106735,6093,754466,5802,4176,11270,22512,3763,1419185,304509,2618,2635,14179,2529,14076,0,1999,1821,0,0,0,0,87256,92580,244713,238947,492566,8342,288,0,0,5970,7056,959760,3383,55363,5734,3276,513143,34435,3067,0,8564,10404,3304,12313,15514,9708,8041,3244,1240,3227,6988,46644,345574,626748,236401,7400,28544,133097,303086,920748,0,4326,7125,6747,5061,64559,3408,2250,7142,0,30534,14477,4293,13769,2946,4585,907961,56023,2616,0,11439
D11B14B,3470,51299,0,0,2585,1731,14971,0,27147,2973,56647,37227,196160,2253,10124,9152,256695,14384,1196,1106,13953,546226,51237,2575930,2627,4568,20151,1407,13778,8075,8374,0,11466,87228,0,26869,10411,23173,1210,7585,311475,141907,0,0,1026,0,3570,41733,502830,9270,0,36446,112033,2726846,8441,14195,2513,11953,0,14542,2189,5177,3993,64479,2173153,2550,9357,115492,151513,0,1034003,5301,1946,7731,20665,3457,2309052,522138,3261,2533,83861,11958,53613,0,5184,10972,0,3735,0,890,72856,89057,138632,194437,449263,3557,0,0,0,6289,0,917297,3612,55375,49143,2867,525965,19133,3436,0,11048,12055,7344,14919,18648,11568,9843,12570,2671,1610,10040,27388,135942,353355,232635,2335,14102,55037,100261,560775,865,2901,3504,2521,5331,46179,2863,1504,7824,1390,24286,14565,5853,13674,3879,4072,473969,46476,1892,0,1054
D12B28A,9446,22547,0,0,3027,5480,39022,54158,27533,8567,98008,63157,183337,3165,9238,7075,285036,32081,3985,7470,25084,587448,113145,1281940,2202,9109,44818,1042,30677,3432,4833,0,16587,103316,102057,63061,17393,35249,5700,73864,2022080,507783,1684,432,2191,0,4283,81099,578792,28247,18782,28901,379935,529570,11432,31887,17665,33386,0,18161,2181,7527,2130,114400,844663,15862,9836,196581,172414,18274,850382,2984,8611,21695,30616,2030,1047705,183840,7425,6574,22081,6217,17852,1639,3505,2779,976,1491,294,0,117683,121941,273232,415359,856077,8740,4317,2796,0,7694,8606,1101026,5744,90762,9936,5506,651874,81226,1237,0,4179,3246,6120,5358,8652,7428,3883,1556,3638,1856,4161,60337,483515,422308,180410,9831,48553,269439,719023,899265,1286,7743,12745,6935,10127,51102,3760,0,3302,5127,46178,16808,4018,24906,1041,4125,1369073,120208,3313,3461,9405
D12B210A,36978,21080,345,0,4022,4451,71981,46462,24869,9658,114197,50707,176531,3875,10918,4144,231882,20149,3063,8767,23615,505278,110379,1350523,2267,6427,33428,860,20980,2511,4702,0,17326,105645,53621,77661,14592,42824,8298,143755,2139555,266163,0,4527,2407,0,3470,60051,455515,18495,14687,38471,376106,441263,8619,31526,14042,27794,2076,23720,4698,9664,2151,192709,1047770,15414,19353,253658,359618,23388,896394,3826,14242,30034,30007,1729,971659,164975,3849,6444,35639,9347,25762,1758,3989,2079,652,0,286,0,133755,109323,219433,594810,780699,11197,7698,452,0,7508,7530,1099406,4209,87404,258323,4566,666955,74674,780,0,4765,2154,2193,7393,4960,3488,4922,1230,2749,2392,6834,81152,393266,307703,70052,17904,108301,431876,930739,553107,1303,11011,15958,7758,7707,44146,1859,2998,1317,1173,20983,8392,2927,16637,814,3128,1147413,48938,5230,889,39879
D12B112A,111502,3676,0,0,3602,5297,56174,52581,16518,2742,71083,8837,184511,3425,7850,69191,403697,7207,0,12125,41417,286525,123027,1638497,2029,3835,11612,2058,9961,780,8409,0,19856,173972,71892,63748,13353,119334,8829,261756,1814602,81748,0,1756,528,0,10266,67466,327286,15170,1312,67056,361369,1548974,3316,24476,3493,7840,2741,65652,9845,20724,4514,634372,1136300,6067,48042,515546,817341,43557,1167641,9478,29949,44455,15881,2003,1160954,128918,1910,10671,83181,10849,32587,0,4957,0,1066,2857,1273,1861,115176,32582,140891,521639,237644,7380,5926,0,0,8668,10755,685867,0,38528,86343,0,512654,31897,1321,0,4365,3138,2701,4879,5522,2119,5800,809,3887,1706,5537,43751,210259,116981,21758,11025,74209,381235,760183,255032,0,6779,7850,3044,1840,26565,2252,1848,1628,1923,18248,6495,2908,10322,997,2388,773065,11564,3073,0,19572
D12B18A,11614,27114,530,0,3267,5085,40091,50546,28843,8404,83090,52273,178971,3195,9510,5851,269873,31473,3561,8612,27003,592204,101812,1287471,1941,10003,40363,1147,27756,3338,5589,0,15642,98158,99134,77089,15959,39072,5244,81463,2120831,601594,0,3123,1712,0,3743,80051,504222,27279,17377,28717,360568,416801,10869,28189,16797,29290,2115,21482,1961,8455,2192,139605,1002578,15948,13820,245241,202029,17578,986446,5447,9483,24783,33973,2079,1142163,225814,9580,8263,15309,7017,15525,1439,1993,2112,0,0,287,581,151279,138045,325961,466642,819847,11401,6060,0,0,4942,6744,895879,5065,92515,464969,4720,600541,76223,1309,0,5912,4085,3578,8593,7361,4158,9081,1295,1303,2751,14962,53930,399017,434894,137591,6520,37611,160300,541397,809414,1082,4810,9544,7646,9517,64171,2627,4246,4346,2559,30036,11415,3308,15608,1284,1253,1023444,72909,2606,916,14930
D12B23A,8129,24804,0,0,6568,7006,27439,24209,39623,3018,91720,47470,165191,1817,9711,7498,224589,15745,1583,3743,26170,779381,52380,1997213,0,1858,26507,2754,26006,6093,12910,0,18082,121603,97418,51125,20312,41715,9382,18311,523204,195776,0,975,7415,4740,2703,60482,794987,12472,0,92015,199457,1933262,10149,14785,3263,16628,0,14422,2724,6715,4486,72940,1920127,12720,14559,283938,77954,0,1044648,6922,5028,6704,24665,5323,1897472,493889,0,3486,193491,75121,37760,12213,30780,28241,8470,7455,7153,0,91325,106383,133337,237921,552203,0,0,0,11663,5547,4265,188232,4081,84639,146443,2329,428309,22052,2501,0,7828,4880,2248,9387,11636,3340,20856,5851,4056,3014,17322,45762,168789,481408,319739,5754,30395,94387,160881,770067,2107,4909,9782,2676,10375,77633,3961,2441,2994,1767,39072,23446,6025,19581,2129,6544,681443,54676,3473,0,3384
D12B110A,57268,15526,0,0,3559,961,54835,38618,24652,9050,79854,33235,164354,2563,10134,18032,199092,16398,2872,3336,19321,406787,86752,1403419,1870,5007,26364,1798,14874,2193,4161,0,11632,54376,83129,58487,12460,42074,6582,103576,2296605,439240,0,526,1663,0,1310,62573,400241,15361,14057,31965,360348,1167238,7641,27196,13663,24348,1957,23144,5334,9910,1859,192423,1132632,13490,17290,354628,357819,23152,1096538,5021,13724,33923,31792,4629,1127496,214939,3615,7062,19953,3937,11340,1349,3445,2498,600,0,231,0,116264,96447,215894,485533,667014,9476,5557,2671,0,5833,6005,857699,0,57550,5875,257,476115,56207,853,0,3121,4070,3176,8108,3188,3590,11668,3939,2908,2984,8996,59776,344964,308887,68746,16151,96762,582435,917212,567745,1259,11093,13009,9252,5477,47645,1800,2227,2734,0,21536,8412,3572,9463,1329,3364,1177127,22468,5035,755,20224
D12B212A,80107,2588,0,0,5989,4094,85624,46062,18160,2585,88042,9974,249429,0,11037,87030,553461,7790,0,35245,32800,197279,123539,0,943,3134,8104,2158,10524,1033,7183,0,26177,251044,200531,80561,17049,216734,19787,204685,484200,21799,0,0,4956,0,14423,96293,294537,11450,1436,78618,368777,2934147,3164,30958,3241,4975,2908,93963,10392,16884,7786,864736,1607758,0,69361,486063,948262,56473,838491,9000,23407,41765,5261,5669,1216572,108447,1471,7774,208935,105061,38476,4853,0,5356,0,3406,0,0,162047,24791,143474,398298,127511,6260,0,1695,19845,12862,13052,682673,0,34596,58346,1023,667384,25557,0,824,7358,4210,3884,9459,5568,6715,15530,5972,2971,1730,23924,58679,311053,104379,19344,18676,92647,483656,630401,143215,0,7854,5501,2956,1194,27088,2830,2125,1810,1449,23643,9000,3974,15782,2741,3910,497786,6484,4067,0,5224
D12B14A,0,31577,0,0,2932,0,18699,21554,28536,2899,67725,40166,185613,0,7910,6225,191319,9749,0,2918,10138,601899,43706,2198223,0,3641,19703,0,14640,4535,10341,0,12417,41938,67090,32601,10375,26289,2347,1613,226980,62302,0,0,478,0,2416,61303,917896,16357,0,77202,237715,2307639,9353,12254,8998,18407,0,14302,3257,7329,2681,88875,2248450,9243,13910,278321,117459,9142,1504440,6927,5518,3130,27575,868,2143610,664376,0,2072,170327,21295,58683,5473,15329,26135,7879,4026,6981,0,77390,86592,129490,246810,539696,0,0,0,0,5059,0,545006,2533,50429,76344,2092,312521,21071,3320,0,9480,10424,6627,14879,18145,4403,12128,9658,3888,2755,20193,26662,201688,273649,242867,8314,24037,56021,137764,479453,0,3934,5412,3218,4326,53364,4716,1996,5624,977,37009,22511,5213,18245,3314,3410,569731,43561,2589,0,0
D12B24A,9249,22723,0,0,4907,7709,29123,33564,37723,4929,114701,78259,159348,686,10026,7564,221024,17869,0,0,17193,700764,58889,1726200,0,4046,22584,0,16082,5826,11156,0,15877,134143,92047,40049,11135,30242,9406,37301,1561142,598638,0,244,7843,467,2448,44906,509084,13314,0,65248,146851,1838601,8990,17492,6099,10673,0,14504,1991,202,2809,65222,1652242,8781,12092,225685,75555,0,855537,6096,3746,4771,14747,1317,1567937,455800,7170,2627,85689,171140,18927,20932,24872,12527,4904,1877,2124,0,102935,91993,161915,232019,414144,4083,2700,0,8742,6690,4356,911501,3740,91139,126975,3035,542086,26018,2084,0,6368,7173,4349,7264,7161,8583,10069,5596,5002,3314,13286,29814,168103,348464,305313,11405,41852,133380,193094,746124,0,6284,22227,4378,13498,92323,4318,0,3977,672,25409,21723,5151,8714,2739,6869,663889,65801,3322,0,0
D12B16A,4374,41557,0,714,4007,1181,25695,26849,31733,6977,112890,55961,214857,0,12165,14292,293182,26975,2736,2396,17723,536383,86781,1376591,1273,7630,40213,1922,16104,5626,11831,0,17568,92504,86884,60912,27360,28524,6078,92976,2348663,1142478,0,3523,5938,2639,4532,70371,521747,19311,15235,40224,227691,1605434,10121,31825,10892,19167,0,16945,2578,4201,2551,73969,1421499,11000,7804,122427,85449,5624,777187,5632,2744,6505,23772,3100,1130130,241937,2540,2739,33577,7681,16133,0,0,6071,0,2389,443,0,120905,133597,326160,308304,670676,6697,1237,2072,0,6066,6934,1181876,4600,83009,231682,4491,731752,45581,2435,0,6105,6092,1730,9940,9176,5584,8760,15140,1734,2255,6434,41419,226750,434374,140804,7505,18379,79525,179733,521457,824,3397,4427,4256,4973,72733,2127,3364,5172,721,18979,13487,4187,12086,2130,4238,468700,26743,1784,0,12321
D12B13A,8777,50715,1304,1158,862,0,32354,16215,43560,6114,109948,48901,242670,2540,13396,9476,252904,21933,2114,0,24032,701351,65963,1438763,2815,5154,31101,0,16200,7073,14973,0,16807,104865,64443,40601,14748,37991,6510,39127,1594215,627849,0,1103,4251,2599,4159,70306,715377,15200,0,69287,196497,1091489,11933,24404,6350,15361,0,21090,1442,6732,3642,115176,1421008,12378,11194,262678,259850,8053,1176427,7448,2698,11722,26790,4882,1425033,472444,3444,2654,60812,5111,28078,0,3861,8618,0,0,786,0,138108,146219,203540,324932,640214,2731,964,0,0,4973,4424,1050503,266,85414,152037,3611,580432,27645,2725,0,7300,7478,4506,5396,5632,9072,8229,13828,2063,2719,4257,44227,270813,539305,225624,9001,23567,99972,162630,654008,1363,3532,5257,3568,9476,82019,2475,0,7799,0,24418,19817,5102,15672,2646,5183,558402,37519,1980,0,4850
D12B26A,36167,47743,944,1296,3083,631,33677,10769,32519,6978,94640,41334,207868,2989,10413,13323,267495,22219,2010,0,17760,514017,74129,1500002,3078,7835,33423,810,8869,5600,11368,0,16000,84018,57231,48679,15392,33509,3556,77649,2477385,843102,0,2816,2638,1913,4096,70616,469239,9858,13677,39371,225020,1594244,10382,24590,9573,20759,2130,19608,3441,5005,2230,106245,1362234,11535,9227,157066,105196,6223,1047838,7108,3394,12884,27554,813,1384493,332496,0,2969,22005,3755,52288,1914,0,3847,0,0,245,0,118425,148123,277599,273298,659548,7952,770,0,0,6356,5566,1167760,7448,68661,169603,515,630334,46253,2472,880,7263,7624,4424,11819,11392,7818,7975,20441,1954,2295,7580,41297,252356,475648,35122,7161,20073,77418,165196,468434,0,3164,3680,4592,3129,69886,2307,3233,8313,489,28871,14167,4896,13227,2712,4726,447051,26081,2356,0,14567
D13B23A,1413,42097,0,0,2676,2380,18932,25742,37213,2050,72015,30154,341168,808,2964,6297,552205,7701,1294,9023,33175,611373,56746,2068915,4955,1365,17789,1870,31759,11005,14033,0,23811,167727,52859,62992,16583,28794,2760,2593,37608,15629,0,0,3327,2712,3339,83178,1497149,13730,6526,81065,317213,1947379,9943,18494,8351,24623,0,29256,4284,10067,2394,111024,1902435,7898,11443,234576,105630,2637,1295023,5903,5304,18920,32039,2051,1811277,662326,13916,5326,510885,53989,18742,8240,51063,69272,22261,12323,37032,13283,80600,114576,72146,168907,380126,1052,1722,0,24024,5427,3561,491307,1974,36152,61307,1378,455065,11793,2465,0,12056,7417,9349,6698,17634,14285,6133,3092,2928,1558,7579,35406,126220,218100,284348,6199,12447,30134,80769,429152,1202,1524,3734,1819,8851,46868,6957,2120,3398,5867,45447,21502,6455,23740,1743,5150,378808,157984,1281,0,674
D13B16A,39051,15079,0,0,4076,3547,45270,77027,31149,5734,104876,42439,130994,3366,7482,7546,330119,18498,0,4258,25562,386667,82550,1776332,3695,3627,15546,2494,15091,1662,7467,0,24630,166098,126716,63659,13382,35810,7937,140889,2601012,707512,0,7380,24617,7662,3459,64714,583979,16664,9837,24652,374987,1590290,2174,19835,3592,17319,0,60570,1389,9644,3402,130463,1757765,15891,16410,152843,173417,15738,767421,4454,4612,18909,18041,715,1108712,181881,3909,2624,77966,12025,18049,1576,5957,8586,0,4526,1318,1022,85215,133871,75526,201692,656239,4513,458,3301,0,8372,6196,1002485,3847,68097,6954,0,431765,50171,1319,0,4324,2606,3347,7807,9148,7998,8827,2215,9040,7353,13458,54791,332330,297139,90441,40844,50002,77885,297159,231813,1627,3518,3654,1992,10025,38823,4976,12368,10476,0,40975,11194,4167,23377,1481,8778,566223,11427,3707,383,13245
D13B24A,1131,31579,0,1429,4934,4514,18895,33789,31986,3417,87426,49945,337205,2649,7885,23539,437926,16808,450,8847,12956,472747,70127,2079197,2920,4562,21958,5271,30484,9178,14762,0,19470,158257,122584,62067,22470,23028,1182,3822,64523,20495,0,540,2782,0,4126,76647,1198326,14794,12189,18577,320838,2128197,11246,22911,9837,28445,0,19188,1769,8027,2124,98476,1934856,9199,11931,168541,107555,8080,976278,4895,6887,16715,31873,2082,1908780,425608,8551,5332,237263,77556,59391,7300,13276,26039,7059,7745,8490,1784,90487,135823,92446,214491,587361,1557,2245,0,31793,6747,3944,867230,2150,37103,93023,2233,479345,22521,3006,0,11656,6180,6927,11714,13797,7002,11825,9066,4889,2069,15446,29174,205062,222104,157515,7317,20040,82010,193574,432941,1438,2966,4225,3167,5012,44102,6261,2114,3227,1657,36773,15847,6650,15429,3835,5408,616273,46841,2001,0,0
D13B13A,1502,34304,0,0,4708,2528,24923,22259,21735,3286,69160,35441,198648,1362,6017,10787,324415,14055,402,3003,22815,731032,78282,2367788,1989,2974,24031,1937,14497,4831,10887,0,17477,99785,66515,34067,15437,23581,1720,5366,130327,27317,0,0,1069,0,3242,78694,804135,21728,12960,74411,510270,1828206,10801,16128,17019,26371,0,15562,2690,13147,2979,92099,1812599,11276,15237,370748,133735,8450,1361040,7765,5721,22013,37771,1411,1927083,380344,8256,3260,257953,25537,60679,3924,13127,32338,6325,10580,9243,0,96092,111027,157585,246844,601176,0,2902,0,16398,5349,0,1007910,3224,62750,127613,517,341073,57392,2854,0,11122,10643,4488,16229,11910,16807,9678,14759,2534,2758,18137,31263,206965,274571,108203,10642,28610,83476,187357,305147,0,2808,3830,3239,4601,43961,4866,4941,4686,1694,39206,18987,8782,18729,4451,6959,553024,17371,2125,0,955
D13B26A,103564,3152,0,0,2687,2713,60552,25480,13982,4293,64328,9482,96067,2648,5646,43529,291156,11291,0,14356,22943,215733,103769,1852451,2030,3566,14180,624,5932,895,4806,0,19643,127863,87396,40541,12447,79188,5950,146334,2170581,102093,0,2837,14406,2446,2574,55802,308929,16821,6807,49215,350239,1812289,4591,22895,5524,11163,1835,99977,9211,23258,5454,379269,1446084,10290,38979,477538,656014,31044,1145299,8790,18874,42502,18020,1123,1183660,165948,3866,3443,207149,66189,46576,3899,7245,10191,0,5358,1890,0,85162,72514,118360,278548,495201,8246,648,0,17305,7130,7776,810617,0,33590,5750,0,244876,30996,2784,0,6569,6636,4850,10757,12639,11375,9289,48325,6292,6686,9096,156969,451214,222978,31920,13247,56647,273999,432611,111294,845,3676,2793,2546,0,20591,5607,10812,9914,1090,81069,15296,6107,24432,3131,5518,439764,3944,2829,0,5199
D14B23A,5865,6405,0,0,0,4919,39252,6884,17487,8174,111711,59633,148839,3510,3611,31373,470449,36355,515,10640,31805,607010,156626,1987494,4584,10473,69241,9417,26696,4225,11850,0,27334,112257,130430,95271,31161,35807,2263,14121,451665,62824,0,998,3804,0,4634,108134,780956,29611,27483,46756,736155,1906002,18329,34207,30012,64734,1338,13415,4039,10218,1573,95275,1876652,19692,13060,234479,154817,16736,891820,5324,14040,34028,45456,1091,1329691,238816,10057,10020,119481,66060,26346,2035,9133,1091,2263,4986,1948,5323,77924,131347,155521,344487,1247642,1142,3762,3205,0,7676,5567,1271112,1224,68051,303284,6645,438799,65168,0,0,3398,3036,3063,3249,4891,2757,2591,1105,1265,1485,3747,14888,108589,76159,57370,2756,12356,59571,178530,202661,575,2496,4912,2781,3901,27559,2158,3515,3058,2642,16090,7151,2841,7749,0,1892,429063,29453,1135,917,3209
D14B24A,38435,6263,0,1327,4554,1497,39621,27706,17917,8201,85790,84623,114882,504,7172,26326,248027,23529,3024,6126,15928,484860,129084,1502729,730,5464,43289,2034,12291,1956,4187,0,20543,92395,78513,46663,15440,36328,6023,108191,2289777,633507,0,3581,5724,0,1470,66282,499207,26557,21195,49839,430500,1386315,12641,20197,11540,43500,0,33024,6323,11842,2879,183048,1420400,16764,19101,285694,340681,22805,1157458,9667,12514,38165,41015,3061,1174796,292665,4164,3079,41238,6058,20681,1799,1193,1076,0,2913,533,0,128294,145649,111177,562529,1009484,8168,8734,7807,9202,6167,4985,1104958,4834,75522,118995,6081,332695,39363,2330,0,6915,5885,3294,6432,14433,4421,10751,6906,6960,7565,11689,60736,247491,222938,52453,12342,48482,241942,313849,175093,1064,4771,4771,4556,4799,29440,5941,12272,17628,967,23262,11455,3977,8924,2139,3254,505908,8111,2507,0,15420
D14B14A,37598,9604,0,3155,5977,5740,53820,16034,22908,9808,113605,102798,127301,700,7329,41890,357200,18821,2371,7021,19660,409487,144253,1827041,3266,2102,31161,536,10048,1869,5740,0,23447,131574,91109,50988,20804,34414,3348,122004,2302455,247997,0,872,1025,0,6267,93926,587975,27244,16661,61258,485473,1566452,10491,34388,8009,32542,2259,50308,6021,7616,3511,171013,1496717,11337,16363,177226,250455,18727,673225,7604,9878,24763,25799,364,988633,175917,2563,2641,42599,8467,44018,0,3895,3122,0,2583,0,0,106092,131179,89867,403903,927051,8620,1221,5593,0,7604,6131,1231998,1060,64158,79916,217,340147,35652,2568,0,7288,8445,5027,12124,12437,9066,8350,19601,9531,11414,8223,103333,359790,307488,73369,20383,75454,352665,389610,187194,0,3502,2569,5087,703,34429,5399,17714,22939,753,28355,12470,2399,13120,2366,3630,461625,7436,3558,0,11237
D14B13A,1479,7522,0,0,5597,4062,50291,16512,19175,8874,136727,70823,191298,555,6327,47650,610042,34629,1535,6054,32912,676257,173536,2162096,3552,11079,66595,1906,21577,4766,16834,0,26559,133521,85075,68587,30083,36477,2499,6376,83900,11997,0,0,1105,0,6272,141740,898465,44565,32247,110126,923725,1332925,20023,37295,27801,74995,0,20595,4430,9209,3227,119731,2085576,16149,15580,266170,99443,20508,698817,8033,11249,33285,44679,154,1079474,220892,3009,3816,268081,34315,33377,3665,11161,19677,2804,17154,5713,0,97165,149780,126728,352393,1288036,1552,732,4992,57961,3761,6169,1359447,1270,65354,159727,1320,418591,60634,2158,0,5276,3981,2172,3331,2181,3947,1691,4671,1206,2556,7344,27330,148322,148948,42449,1674,19748,101019,198441,211231,818,2508,2659,3930,1412,36144,1173,3603,4350,0,10119,5261,2660,6922,1454,2374,404738,12126,1765,0,1664
