PC_34.2.1,PC(34:2)
PC_34.2.2,PC(34:2)
PC_34.4,PC(34:4)
PC_36.1,PC(36:1)
PC_36.2,PC(36:2)
PC_36.2.1,PC(36:2)
PC_36.3.A,PC(36:3)
PC_36.4_B,PC(36:4)
PC_36.4_C,PC(36:4)
PC_36.4_C.1,PC(36:4)
PC_36.5_B,PC(36:5)
PC_38.2,PC(38:2)
PC_38.3,PC(38:3)
PC_38.4_A,PC(38:4)
PC_38.5_A,PC(38:5)
PC_40.6_B,PC(40:6)
PC_16.0_18.2,PC(34:2)
PC_16.0_18.3,PC(34:3)
PC_18.2_18.3,PC(36:5)
PC_18.2_18.3.1,PC(36:6)
PC_18.2_18.4,PC(36:7)
PC_18.3_18.3,PC(36:8)
PC_18.3_18.3.1,PC(36:9)
PC_18.2_20.2,PC(38:4)
PC_20.2_18.3,PC(38:5)
PC_16.1_26.2,PC(40:3)
PC_22.1_22.1,PE(34:0)
PE_17.0_17.0,PE(34:0)
PE_34.2,PE(34:2)
PE_16.0_18.1,PE(34:1)
PE_16.1_18.3,PE(34:4)
PE_18.0_18.2,PE(36:2)
PE_18.0_18.3,PE(36:3)
PE_18.2_18.3,PE(36:5)
PE_18.3_18.3,PE(36:6)
PE_22.3_16.4,PE(38:7)
PE_26.0_16.3,PE(42:3)
PE_22.1_22.1,PE(44:2)
PG_16.0_16.0,PG(32:0)
PG_16.0_16.1,PG(32:1)
PG_16.0_18.2,PG(34:2)
PG_16.0_18.3,PG(34:3)
PG_16.0_18.4,PG(34:4)
PG_16.1_18.3,PG(34:4)
PG_16.1_18.4,PG(34:5)
PG_18.3_18.3,PG(36:6)
PG_18.3_18.4,PG(36:7)
PS_24.0_18.2,PS(42:2)
SM_d35.1,
Sphingosine_d17.1,
SQDG_16.0_16.1,SQDG(32:1)
SQDG_16.0_18.1,SQDG(34:1)
SQDG_16.0_18.3,SQDG(34:3)
SQDG_16.1_18.3,SQDG(34:4)
SQDG_18.0_18.3,SQDG(36:3)
SQDG_18.2_18.3,SQDG(36:5)
SQDG_18.3_20.3,SQDG(38:6)
SQDG_16.0_16.0,SQDG(32:0)
SQDG_18.2_18.2,SQDG(36:4)
TG_14.0_14.0_14.0,TG(42:0)
TG_17.0_17.1_17.0,TG(51:1)
TG_17.0_17.1_17.0.1,TG(51:2)
TG_44.1,TG(44:1)
TG_46.0,TG(46:0)
TG_46.1,TG(46:1)
TG_46.1.1,TG(46:1)
TG_46.2,TG(46:2)
TG_46.2.1,TG(46:2)
TG_48.0,TG(48:0)
TG_48.0.1,TG(48:0)
TG_48.1,TG(48:1)
TG_48.1.1,TG(48:1)
TG_48.2,TG(48:2)
TG_48.2.1,TG(48:2)
TG_50.0,TG(50:0)
TG_50.2,TG(50:2)
TG_50.4,TG(50:4)
TG_50.4.1,TG(50:4)
TG_50.5,TG(50:5)
TG_52.0,TG(52:0)
TG_52.3,TG(52:3)
TG_52.3.1,TG(52:3)
TG_52.4,TG(52:4)
TG_52.4.1,TG(52:4)
TG_52.5,TG(52:5)
TG_52.5.1,TG(52:6)
TG_52.6,TG(54:3)
TG_54.3,TG(54:3)
TG_54.3.1,TG(54:4)
TG_54.4,TG(54:4)
TG_54.4.1,TG(54:5)
TG_54.5,TG(54:5)
TG_54.5.1,TG(54:5)
TG_54.5.2,TG(54:5)
TG_54.6,TG(54:6)
TG_54.6.1,TG(54:6)
TG_54.6.2,TG(54:6)
TG_54.6.3,TG(54:6)
TG_54.6.4,TG(54:6)
TG_54.6.5,TG(54:6)
TG_54.8,TG(54:8)
TG_54.8.1,TG(54:8)
TG_56.3,TG(56:3)
TG_56.5,TG(56:5)
TG_56.6,TG(56:6)
TG_56.7,TG(56:7)
TG_58.6,TG(58:6)
TG_12.0_16.0_18.3,TG(46:3)
TG_12.1_12.1_22.1,TG(46:3)
TG_14.0_16.0_18.3,TG(48:3)
TG_12.0_18.2_18.3,TG(48:5)
TG_12.0_18.3_18.3,TG(48:6)
TG_16.0_16.0_18.1,TG(40:1)
TG_16.0_16.0_18.2,TG(40:2)
TG_16.0_16.0_18.2.1,TG(40:2)
TG_16.0_16.0_18.2.2,TG(40:2)
TG_12.1_16.0_22.2,TG(50:3)
TG_16.0_16.0_18.3,TG(50:3)
TG_16.0_16.0_18.3.1,TG(50:3)
TG_16.0_18.0_18.1,TG(52:1)
TG_16.0_18.1_18.1,TG(52:2)
TG_16.0_18.1_18.1.1,TG(52:2)
TG_16.0_18.1_18.1.2,TG(52:2)
TG_16.0_18.1_18.2,TG(52:3)
TG_16.0_18.1_18.2.1,TG(52:3)
TG_16.0_18.2_18.2,TG(52:4)
TG_16.0_18.2_18.2.1,TG(52:4)
TG_16.0_18.2_18.2.2,TG(52:4)
TG_16.0_16.0_20.5,TG(52:5)
TG_16.0_18.2_18.3,TG(52:5)
TG_16.0_18.2_18.3.1,TG(52:5)
TG_16.0_18.3_18.3,TG(52:6)
TG_16.0_18.3_18.3.1,TG(52:6)
TG_16.0_18.3_18.3.2,TG(52:6)
TG_18.0_18.0_18.1,TG(54:1)
TG_18.0_18.1_18.1,TG(54:2)
TG_18.1_18.1_18.2,TG(54:4)
TG_18.1_18.1_18.2.1,TG(54:4)
TG_18.1_18.2_18.2,TG(54:5)
TG_18.2_18.2_18.3,TG(54:7)
TG_18.2_18.2_18.3.1,TG(54:7)
TG_18.2_18.2_18.3.2,TG(54:7)
TG_14.2_20.3_20.3,TG(54:8)
TG_18.2_18.3_18.3,TG(54:8)
TG_18.2_18.3_18.3.1,TG(54:8)
TG_18.3_18.3_18.3,TG(54:9)
TG_18.3_18.3_18.3.1,TG(54:9)
TG_18.2_18.2_20.0,TG(56:4)
TG_18.2_18.3_20.0,TG(56:5)
TG_18.2_18.2_20.2,TG(56:6)
TG_18.2_18.3_20.2,TG(56:7)
TG_18.3_18.3_20.2,TG(56:8)
TG_14.3_22.6_22.6,TG(58:15)
