,CE(20:3),CE(20:3),CE(20:3),CE(20:3),ST(0:0),ST(0:0),ST(0:0),C,DG(24:0),DG(24:0),DG(20:1),DG(20:1),DG(33:1),DG(33:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:4),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:2),DGDG(42:2),DGDG(44:2),DGDG(42:2),LPC(16:0),LPC(17:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPE(17:1),LPC(16:1),LPC(18:1),LPC(18:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:3),MGDG(36:3),MGDG(36:3),MGDG(36:3),MGDG(36:3),MGDG(36:3),MGDG(36:3),MGDG(36:3),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:2),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:2),PC(36:3),PC(36:4),PC(36:4),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:2),PC(34:3),PC(36:5),PC(36:6),PC(36:7),PC(36:8),PC(36:9),PC(38:4),PC(38:5),PC(40:3),PE(34:0),PE(34:0),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(51:1),TG(51:2),TG(44:1),TG(46:0),TG(46:1),TG(46:1),TG(46:2),TG(46:2),TG(48:0),TG(48:0),TG(48:1),TG(48:1),TG(48:2),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:3),TG(52:4),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:3),TG(54:4),TG(54:4),TG(54:5),TG(54:5),TG(54:5),TG(54:5),TG(54:6),TG(54:6),TG(54:6),TG(54:6),TG(54:6),TG(54:6),TG(54:8),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(40:2),TG(40:2),TG(50:3),TG(50:3),TG(50:3),TG(52:1),TG(52:2),TG(52:2),TG(52:2),TG(52:3),TG(52:3),TG(52:4),TG(52:4),TG(52:4),TG(52:5),TG(52:5),TG(52:5),TG(52:6),TG(52:6),TG(52:6),TG(54:1),TG(54:2),TG(54:4),TG(54:4),TG(54:5),TG(54:7),TG(54:7),TG(54:7),TG(54:8),TG(54:8),TG(54:8),TG(54:9),TG(54:9),TG(56:4),TG(56:5),TG(56:6),TG(56:7),TG(56:8),TG(58:15)
D11B14B,0,26001,25298,0,0,0,0,850,10266,0,0,0,0,0,2585,1731,2952,0,27147,2973,0,12019,56647,37227,196160,2253,10124,9152,256695,5047,9337,1196,1106,13953,546226,51237,2575930,2627,4568,20151,1407,1747,12031,8075,3863,4511,23173,518,1210,1548,176727,141907,0,0,0,6037,134748,1026,0,3570,41733,502830,0,9270,0,31947,4499,112033,12065,1499,10321,13805,162604,9477,8054,2505200,3821,8441,14195,2513,11953,0,14542,2189,5177,3993,64479,2057065,96089,15507,2550,9357,78751,36741,151513,0,0,0,14092,5301,1946,2997,7572,3457,4492,2309052,995118,24793,76023,414430,31685,4734,13093,3261,2533,1344,83861,11958,53613,0,5184,10972,0,3735,0,890,72856,89057,138632,194437,446925,2338,3557,0,0,0,6289,0,917297,3612,55375,49143,2867,525965,19133,3436,0,0,0,11048,2994,9061,1438,5906,860,14059,3101,15547,2149,9419,9843,12570,1490,1181,1610,10040,2338,11698,12122,65479,28567,157459,5140,0,2335,1717,1980,0,4601,1208,16960,0,576,72868,9857,0,85674,408187,865,0,1451,0,5331,0,46179,2863,1504,7824,1390,2912,2625,15837,1941,11168,1456,5853,0,1571,12103,1590,11762,12606,1982,43753,26644,140685,0,14651,210580,2264,3879,4072,754,9651,24614,29316,441438,3215,1508,59665,5741,41153,5323,1892,2901,2053,2521,0,1054
D12B28A,317,12283,9947,0,0,0,0,1188,4464,0,0,0,0,0,3027,3029,6594,54158,27533,8567,2451,32428,98008,63157,183337,3165,9238,7075,285036,12197,19884,3985,7470,25084,587448,113145,1281940,2202,9109,44818,1042,25440,5237,3432,3831,1002,35249,2576,5700,51952,1240291,507783,1684,0,432,21912,781789,2191,0,4283,81099,578792,6677,21570,18782,17106,11795,379935,33579,3080,13790,11701,210624,25945,4376,223100,3375,11432,31887,17665,33386,0,18161,2181,7527,2130,114400,773326,57584,2189,15862,9836,74388,122193,172414,7638,5184,5452,2213,2984,8611,4075,12508,2030,11564,1047705,817505,30664,14757,122086,46997,17620,18108,7425,6574,677,22081,6217,17852,1639,3505,2779,976,1491,294,0,117683,121941,273232,415359,852750,3327,8740,4317,2796,0,7694,8606,1101026,5744,90762,9936,5506,651874,81226,1237,0,0,0,4179,880,2366,797,5323,834,4524,1422,7230,817,6611,3883,1556,1160,2478,1856,4161,4320,15425,22087,166617,12255,85224,1581,0,9831,5098,3250,0,16366,23079,58131,4416,2456,504846,149174,0,23599,459908,1286,1734,3276,0,10127,0,51102,3760,0,3302,5127,3240,17654,22044,2148,10213,4447,4018,1711,8675,14520,4667,35925,26664,53141,215006,27307,234014,63508,8958,89888,79983,1041,4125,0,40205,114997,49215,895643,424215,41156,62539,312063,15608,104600,3313,6009,9469,6935,3461,9405
D12B210A,0,10617,10463,345,0,0,0,511,3639,150,0,0,0,0,4022,4451,11904,46462,24869,9658,0,60077,114197,50707,176531,3875,10918,4144,231882,10512,9637,3063,8767,23615,505278,110379,1350523,2267,6427,33428,860,14555,6425,2511,2699,2003,42824,1123,8298,100033,1301886,266163,0,0,4527,43722,837669,2407,0,3470,60051,455515,1646,16849,14687,20838,17633,376106,28092,430,11666,11602,117606,51092,4494,207993,8288,8619,31526,14042,27794,2076,23720,4698,9664,2151,192709,967527,66075,2481,15414,19353,177440,76218,359618,8144,8499,6745,2540,3826,14242,3564,10290,1729,11687,971659,879852,14002,15944,106257,42774,26470,19717,3849,6444,889,35639,9347,25762,1758,3989,2079,652,0,286,0,133755,109323,219433,594810,776537,4162,11197,7698,452,0,7508,7530,1099406,4209,87404,258323,4566,666955,74674,780,309,0,0,4765,689,1465,0,2193,719,6674,732,4228,612,2876,4922,1230,530,2219,2392,6834,5495,30503,20215,148623,13517,123399,2420,0,17904,11034,7804,0,35872,0,87048,4680,1812,732099,105100,0,42222,364866,1303,0,2302,0,7707,0,44146,1859,2998,1317,1173,2006,4506,12465,1302,5702,1388,2927,0,4134,12503,3587,41567,22546,18161,183721,17488,142816,10483,3844,40444,23344,814,3128,2823,86640,198002,58524,962785,126104,12513,54507,78999,11056,37882,5230,11011,13656,7758,889,39879
D12B112A,0,1838,1838,0,0,0,0,3639,6657,0,0,0,0,0,3602,5297,7673,52581,16518,2742,0,48501,71083,8837,184511,3425,7850,69191,403697,7207,0,0,12125,41417,286525,123027,1638497,2029,3835,11612,2058,5228,4733,780,1839,6570,119334,2367,8829,188296,1303882,81748,0,0,1756,73460,510720,528,0,10266,67466,327286,2508,12662,1312,33230,33826,361369,12644,2052,6075,8477,44679,19741,2102,1450994,2210,3316,24476,3493,7840,2741,65652,9845,20724,4514,634372,1003474,123344,4233,6067,48042,344733,170813,817341,14215,29342,0,7146,9478,29949,4922,1834,2003,5249,1160954,1094187,66308,28859,78137,21922,39533,14047,1910,10671,2045,83181,10849,32587,0,4957,0,1066,2857,1273,1861,115176,32582,140891,521639,229755,7889,7380,5926,0,0,8668,10755,685867,0,38528,86343,0,512654,31897,1321,0,0,0,4365,598,2540,527,2174,810,4069,778,4744,954,1165,5800,809,1599,2288,1706,5537,4373,15186,13632,76206,6173,45311,1849,0,11025,8808,8719,0,31962,2469,91023,2002,1490,602167,63501,0,21069,133874,0,0,943,0,1840,0,26565,2252,1848,1628,1923,1817,4871,9743,1345,4240,910,2908,0,2133,8189,2671,21521,16023,9383,95015,8718,52190,4589,2423,11666,5820,997,2388,1830,54852,173402,68949,653144,50972,6669,28109,65311,5366,6198,3073,6779,6907,3044,0,19572
D12B18A,0,14254,12860,530,0,0,0,753,4195,0,0,0,0,0,3267,2715,6083,50546,28843,8404,2370,34008,83090,52273,178971,3195,9510,5851,269873,11661,19812,3561,8612,27003,592204,101812,1287471,1941,10003,40363,1147,21755,6001,3338,2499,3090,39072,1014,5244,57005,1257458,601594,0,0,3123,24458,863373,1712,0,3743,80051,504222,6400,20879,17377,16446,12271,360568,31666,741,13011,11463,126754,32706,4977,192366,3117,10869,28189,16797,29290,2115,21482,1961,8455,2192,139605,933286,59506,5151,15948,13820,74354,170887,202029,8133,6887,2558,4938,5447,9483,4142,12411,2079,4635,1142163,963146,18362,14940,165080,45794,20641,21562,9580,8263,1010,15309,7017,15525,1439,1993,2112,0,0,287,581,151279,138045,325961,466642,815977,3870,11401,6060,0,0,4942,6744,895879,5065,92515,464969,4720,600541,76223,1309,0,287,0,5912,688,3397,701,2877,931,7662,979,6382,0,4158,9081,1295,1303,0,2751,14962,3561,19087,20607,158489,19170,175240,2624,0,6520,3939,3063,0,13466,5260,48457,3879,1549,418148,63996,5368,48437,479538,1082,0,1935,1564,9517,0,64171,2627,4246,4346,2559,2266,8763,16741,2135,7758,1522,3308,0,4214,11394,3499,27783,22167,23845,173909,23884,206076,10524,7194,80235,47538,1284,1253,0,30609,70787,48136,812296,163012,19610,66382,195447,17757,55152,2606,4810,7609,6082,916,14930
D12B23A,0,15639,9165,0,0,0,0,863,9902,314,0,0,0,0,6568,0,5219,24209,39623,3018,7006,22220,91720,47470,165191,1817,9711,7498,224589,894,14851,1583,3743,26170,779381,52380,1997213,0,1858,26507,2754,13993,12013,6093,4675,8235,41715,0,9382,10721,297496,195776,0,490,975,7590,225708,7415,4740,2703,60482,794987,6046,6426,0,75607,16408,199457,22830,0,10023,13056,159595,6348,8821,1705049,7540,10149,14785,3263,16628,0,14422,2724,6715,4486,72940,1798011,80150,31266,12720,14559,85673,198265,77954,0,0,0,8910,6922,5028,4475,8154,5323,10700,1897472,991258,44480,51602,408439,33848,2229,16511,0,3486,3389,193491,75121,37760,12213,30780,28241,8470,7455,7153,0,91325,106383,133337,237921,552203,0,0,0,0,11663,5547,4265,188232,4081,84639,146443,2329,428309,22052,2501,0,0,0,7828,2170,2710,0,2248,516,8871,2131,9505,1769,1571,20856,5851,1922,2134,3014,17322,3285,15845,8681,45928,20232,205127,11273,0,5754,2924,3385,0,10252,4321,19175,8493,4908,121619,6686,0,54964,579462,2107,0,5010,0,10375,0,77633,3961,2441,2994,1767,3760,6862,24690,4989,17187,1270,6025,0,2065,17516,7556,19076,16753,0,97427,33130,217290,5629,16165,248394,43907,2129,6544,0,24086,39907,35609,622542,23292,8200,85044,42397,48586,6090,3473,4909,4772,2676,0,3384
D12B110A,0,10160,5366,0,0,0,0,2042,4064,0,1117,0,0,0,3559,961,9938,38618,24652,9050,0,44897,79854,33235,164354,2563,10134,18032,199092,8454,7944,2872,3336,19321,406787,86752,1403419,1870,5007,26364,1798,9597,5277,2193,2352,1809,42074,0,6582,67386,1340424,439240,0,0,526,36190,956181,1663,0,1310,62573,400241,4601,10760,14057,17631,14334,360348,24219,1929,10883,9972,87531,17979,10136,1001999,2590,7641,27196,13663,24348,1957,23144,5334,9910,1859,192423,994191,80107,56734,13490,17290,176922,177706,357819,7798,8915,6439,2886,5021,13724,3649,9750,4629,1600,1127496,1042133,51519,19823,149976,45140,30274,22042,3615,7062,846,19953,3937,11340,1349,3445,2498,600,0,231,0,116264,96447,215894,485533,663953,3061,9476,5557,2671,0,5833,6005,857699,0,57550,5875,257,476115,56207,853,0,0,0,3121,634,3436,673,2503,1058,7050,0,3188,0,3590,11668,3939,701,2207,2984,8996,5785,10708,27406,83408,8872,98218,3840,0,16151,9228,10218,0,32334,2467,96945,1981,0,783301,31816,3169,32627,429398,1259,0,848,0,5477,0,47645,1800,2227,2734,0,2345,2681,14165,1673,6036,703,3572,0,1544,7919,2786,40497,28125,0,206025,21364,175350,5083,4462,53076,7368,1329,3364,893,76423,273817,70676,1077301,29150,2402,71230,32088,14689,7779,5035,11093,12161,9252,755,20224
D12B212A,0,1294,1294,0,0,0,0,3404,7241,423,0,0,0,0,5989,2150,19385,46062,18160,2585,1944,66239,88042,9974,249429,0,11037,87030,553461,5647,2143,0,35245,32800,197279,123539,0,943,3134,8104,2158,2840,7684,1033,3244,3939,216734,4577,19787,140230,345521,21799,0,0,0,64455,138679,4956,0,14423,96293,294537,1862,9588,1436,39119,39499,368777,8430,2240,1712,1201,29223,12729,4786,2868457,5369,3164,30958,3241,4975,2908,93963,10392,16884,7786,864736,1358146,213345,2362,0,69361,306936,179127,948262,12972,43501,0,7458,9000,23407,11964,1122,5669,33905,1216572,820411,10622,41114,57700,9633,29801,4139,1471,7774,2455,208935,105061,38476,4853,0,5356,0,3406,0,0,162047,24791,143474,398298,116381,11130,6260,0,1695,19845,12862,13052,682673,0,34596,58346,1023,667384,25557,0,879,503,824,7358,1216,2994,0,3884,2008,7451,1754,3814,823,5892,15530,5972,733,2238,1730,23924,8703,8314,23905,129824,11906,19279,3038,0,18676,7458,13005,0,39580,0,95750,1969,918,516497,15267,0,21026,93325,0,423,984,0,1194,0,27088,2830,2125,1810,1449,3034,2481,15094,1424,6825,751,3974,0,1887,13895,2340,39322,25453,4562,127309,11794,60196,1204,3191,12322,793,2741,3910,0,72184,222038,66072,424563,7151,1116,22265,5483,4297,2187,4067,7431,4517,2956,0,5224
D12B14A,0,16237,15340,0,0,0,0,1185,12261,0,1413,0,0,0,2932,0,3223,21554,28536,2899,0,15476,67725,40166,185613,0,7910,6225,191319,786,8963,0,2918,10138,601899,43706,2198223,0,3641,19703,0,4665,9975,4535,3266,7075,26289,911,2347,1125,114682,62302,0,0,0,488,112298,478,0,2416,61303,917896,4951,11406,0,63720,13482,237715,20421,1357,9966,11787,108924,35952,7676,2104282,7274,9353,12254,8998,18407,0,14302,3257,7329,2681,88875,2094961,131782,8719,9243,13910,174306,104015,117459,0,0,9142,15293,6927,5518,0,7405,868,12988,2143610,1464283,24864,77284,550317,36775,3130,20170,0,2072,2419,170327,21295,58683,5473,15329,26135,7879,4026,6981,0,77390,86592,129490,246810,539696,0,0,0,0,0,5059,0,545006,2533,50429,76344,2092,312521,21071,3320,604,0,0,9480,2183,8241,1453,5174,2363,12516,2591,15554,1984,2419,12128,9658,1938,1950,2755,20193,2976,1818,15476,88405,8920,47199,13199,0,8314,3423,3583,0,7219,1634,18263,3034,0,109419,7048,0,23990,382895,0,0,2439,0,4326,0,53364,4716,1996,5624,977,3999,4988,24023,3797,16899,1815,5213,0,0,18245,4548,17320,15618,4590,77599,30962,182702,3866,13691,210765,5212,3314,3410,0,17031,23584,31382,530912,7437,1523,57218,13827,27952,15609,2589,3934,2973,3218,0,0
D12B24A,0,15761,6962,0,0,0,0,0,7054,0,0,0,0,0,4907,2617,5824,33564,37723,4929,5092,23299,114701,78259,159348,686,10026,7564,221024,5161,12708,0,0,17193,700764,58889,1726200,0,4046,22584,0,5524,10558,5826,3994,7162,30242,0,9406,23316,949060,598638,0,0,244,13985,612082,7843,467,2448,44906,509084,2829,10485,0,52062,13186,146851,18860,379,8563,11501,217527,7970,7374,1560178,6249,8990,17492,6099,10673,0,14504,1991,202,2809,65222,1566144,59559,18740,8781,12092,140761,84924,75555,0,0,0,6842,6096,3746,3886,2478,1317,7799,1567937,827773,20922,37538,386576,31686,885,12269,7170,2627,2305,85689,171140,18927,20932,24872,12527,4904,1877,2124,0,102935,91993,161915,232019,414144,0,4083,2700,0,8742,6690,4356,911501,3740,91139,126975,3035,542086,26018,2084,0,0,0,6368,1013,6160,898,3451,1293,5971,1827,5334,1914,6669,10069,5596,2378,2624,3314,13286,3362,3511,5453,43073,15479,67025,13496,0,11405,4542,4040,0,11803,3363,19301,10616,7412,131632,16294,7839,34030,593680,0,0,11115,0,13498,0,92323,4318,0,3977,672,0,4208,21201,2738,18985,0,5151,0,0,8714,2813,20128,14878,4548,100151,33744,232216,0,14676,262343,14798,2739,6869,1359,31911,59107,33490,617028,13371,1974,88320,28120,58801,7000,3322,6284,11112,4378,0,0
D12B16A,0,20033,21524,0,0,0,0,1195,4802,0,1321,0,714,0,4007,1181,3112,26849,31733,6977,0,22583,112890,55961,214857,0,12165,14292,293182,9362,17613,2736,2396,17723,536383,86781,1376591,1273,7630,40213,1922,6710,9394,5626,6985,4846,28524,990,6078,66399,1361581,1142478,0,0,3523,26577,987082,5938,2639,4532,70371,521747,4164,15147,15235,29993,10231,227691,29900,2304,12420,11822,213856,56701,11161,1259468,7802,10121,31825,10892,19167,0,16945,2578,4201,2551,73969,1343003,40018,30424,11000,7804,77222,45205,85449,0,0,5624,5675,5632,2744,2525,9260,3100,8054,1130130,746736,24776,14726,187987,39224,3980,14512,2540,2739,965,33577,7681,16133,0,0,6071,0,2389,443,0,120905,133597,326160,308304,668258,2418,6697,1237,2072,0,6066,6934,1181876,4600,83009,231682,4491,731752,45581,2435,580,0,0,6105,962,5130,0,1730,1349,8591,1305,7871,0,5584,8760,15140,278,1456,2255,6434,2615,18459,13371,106809,22156,195809,11322,0,7505,1313,1989,0,4843,0,17522,0,395,151290,10526,0,53358,416447,824,0,1354,0,4973,0,72733,2127,3364,5172,721,0,829,18150,1351,11314,822,4187,0,0,12086,1319,19026,12822,2897,90851,22166,192128,2115,8495,117652,3335,2130,4238,0,15077,37341,24602,438845,5253,0,45618,6034,21878,4865,1784,3397,3073,4256,0,12321
D12B13A,0,24459,26256,1304,0,0,0,1088,5033,203,972,0,0,1158,862,0,5623,16215,43560,6114,0,26731,109948,48901,242670,2540,13396,9476,252904,6549,15384,2114,0,24032,701351,65963,1438763,2815,5154,31101,0,4722,11478,7073,6244,8729,37991,0,6510,25731,1008872,627849,0,0,1103,13396,585343,4251,2599,4159,70306,715377,4204,10996,0,54565,14722,196497,8528,648,11818,11088,138321,24115,3716,886663,6592,11933,24404,6350,15361,0,21090,1442,6732,3642,115176,1338843,56101,14798,12378,11194,151222,111456,259850,0,0,8053,8470,7448,2698,3097,8241,4882,11266,1425033,1101460,66497,32311,399464,40669,8625,18549,3444,2654,1229,60812,5111,28078,0,3861,8618,0,0,786,0,138108,146219,203540,324932,637985,2229,2731,964,0,0,4973,4424,1050503,266,85414,152037,3611,580432,27645,2725,0,0,0,7300,1337,6141,743,3763,1452,3944,1274,4358,1434,7638,8229,13828,113,1950,2719,4257,2852,19417,16538,119471,29123,243847,12283,0,9001,1837,2494,0,6643,1383,5828,0,406,141163,13586,1647,65463,517757,1363,450,1832,0,9476,0,82019,2475,0,7799,0,0,3121,21297,1788,16637,1392,5102,0,0,15672,2049,19909,17151,0,117653,28832,237503,0,11588,197388,4365,2646,5183,0,19236,45973,27150,527831,3421,1023,63128,6637,31877,5642,1980,3082,3425,3568,0,4850
D12B26A,0,23338,24405,944,0,0,0,810,4696,0,997,0,0,1296,3083,631,5589,10769,32519,6978,0,28088,94640,41334,207868,2989,10413,13323,267495,8050,14169,2010,0,17760,514017,74129,1500002,3078,7835,33423,810,1248,7621,5600,6009,5359,33509,0,3556,49093,1384197,843102,0,1429,2816,28556,1093188,2638,1913,4096,70616,469239,3962,5896,13677,28057,11314,225020,28245,657,12717,11053,117663,28172,10879,1376730,8128,10382,24590,9573,20759,2130,19608,3441,5005,2230,106245,1280407,64584,5714,11535,9227,99293,57773,105196,0,0,6223,6103,7108,3394,2143,9377,813,11529,1384493,992182,49553,24000,264610,43886,10741,18177,0,2969,1223,22005,3755,52288,1914,0,3847,0,0,245,0,118425,148123,277599,273298,656414,3134,7952,770,0,0,6356,5566,1167760,7448,68661,169603,515,630334,46253,2472,0,0,880,7263,1150,6474,690,3734,458,11361,1784,9608,977,6841,7975,20441,1954,0,2295,7580,2979,20450,17335,126507,27680,220971,8682,0,7161,1432,2399,0,4450,0,21387,0,0,134768,9041,0,57424,358186,0,0,838,0,3129,0,69886,2307,3233,8313,489,2646,1763,21816,1600,12567,0,4896,0,0,13227,1312,16556,15746,2742,90026,23525,201813,1659,9316,14608,2516,2712,4726,497,15745,36484,22975,420000,4076,808,49353,2663,21972,4109,2356,3164,2842,4592,0,14567
D13B23A,1370,20749,19978,0,0,419,0,1806,11167,0,0,0,0,0,2676,2380,4001,25742,37213,2050,0,14931,72015,30154,341168,808,2964,6297,552205,1570,6131,1294,9023,33175,611373,56746,2068915,4955,1365,17789,1870,21828,9931,11005,8896,5137,28794,618,2760,1428,21092,15629,0,0,0,1165,16516,3327,2712,3339,83178,1497149,5074,8656,6526,69321,11744,317213,27771,0,17580,12446,49178,9565,3460,1823241,4138,9943,18494,8351,24623,0,29256,4284,10067,2394,111024,1744245,132550,9763,7898,11443,63922,170654,105630,0,0,2637,15214,5903,5304,5217,4097,2051,15877,1811277,1261260,18549,97093,525728,39505,13703,27942,13916,5326,2215,510885,53989,18742,8240,51063,69272,22261,12323,37032,13283,80600,114576,72146,168907,379134,992,1052,1722,0,24024,5427,3561,491307,1974,36152,61307,1378,455065,11793,2465,0,0,0,12056,2675,4742,1415,7934,1139,5559,3219,14415,2347,11938,6133,3092,1095,1833,1558,7579,2972,9839,8117,41483,13065,67340,4191,0,6199,1273,959,0,3973,2213,9249,3061,2750,55569,10140,0,21574,227624,1202,0,1719,0,8851,0,46868,6957,2120,3398,5867,3233,15035,23946,0,15995,5507,6455,0,8819,14921,8698,13897,9770,13914,52936,19696,112447,5552,13587,167361,99209,1743,5150,2200,8015,11974,21221,321295,36292,11746,40539,127669,27076,130908,1281,1524,2015,1819,0,674
D13B14A,1143,14893,14100,0,0,0,0,3549,9708,0,0,0,0,0,4501,2947,3841,23604,20785,4872,2409,23787,64072,47546,174944,3230,7419,4484,293137,7467,14063,706,6884,22616,425384,78705,2158072,2838,6511,19938,1870,14618,6610,3818,4144,2742,21430,0,781,22321,605786,149137,0,1165,3346,16178,447737,0,0,3262,58808,497390,4870,5708,10047,13571,10982,352895,21763,2173,11214,12055,102757,11646,2963,2079006,2433,7943,33256,11661,18424,3242,20437,3461,6811,2516,66020,2021522,93541,3459,9581,10715,100091,36396,87456,0,0,5207,6660,5790,5840,3952,8333,1456,10336,1374310,611378,10571,30886,132256,37384,10654,16624,7857,4757,2114,44872,6246,44845,0,4462,3711,1071,2407,0,0,91091,132018,191788,237042,510011,6298,11174,0,0,0,8107,5563,941195,4212,54129,235133,2233,448350,66111,3098,0,0,0,12468,2347,10236,1815,8909,1687,15540,4287,15193,2657,5485,8023,3105,1801,2684,2424,10082,4193,15467,17605,93304,16614,99446,3611,0,9606,3735,3133,0,10235,5860,36956,2466,1323,239196,31360,3420,34214,288733,1780,658,1170,0,11145,0,54371,6093,2225,2259,4721,4055,9488,26610,3088,12369,3894,7600,0,8052,18805,6455,23830,18149,16227,116743,20912,132357,9563,9410,86958,54710,2865,3340,3414,20711,42493,45252,691439,86048,14846,48684,123342,17959,65290,2574,3125,4850,3529,0,2749
D13B16A,0,8421,6658,0,0,0,0,1202,8124,0,0,0,0,0,4076,3547,10567,77027,31149,5734,0,34703,104876,42439,130994,3366,7482,7546,330119,9930,8568,0,4258,25562,386667,82550,1776332,3695,3627,15546,2494,9338,5753,1662,2855,4612,35810,1947,7937,113333,1774038,707512,0,789,7380,27556,826974,24617,7662,3459,64714,583979,2245,14419,9837,13033,11619,374987,19018,0,10249,10527,109500,28656,2151,1403499,6690,2174,19835,3592,17319,0,60570,1389,9644,3402,130463,1642450,99317,2748,15891,16410,36353,116490,173417,2555,7142,6041,3745,4454,4612,6910,3621,715,13250,1108712,725441,38235,27795,114002,40084,11999,14420,3909,2624,2690,77966,12025,18049,1576,5957,8586,0,4526,1318,1022,85215,133871,75526,201692,656239,0,4513,458,3301,0,8372,6196,1002485,3847,68097,6954,0,431765,50171,1319,409,0,0,4324,1019,1587,1014,2333,1498,6309,1348,7800,1524,6474,8827,2215,3997,5043,7353,13458,4922,18747,23990,112183,17171,117161,3569,5961,34883,5982,6581,0,10957,4076,40782,1838,767,239962,13810,0,18556,137582,1627,578,636,0,10025,0,38823,4976,12368,10476,0,4285,8714,23691,0,9398,1796,4167,0,4646,18731,3329,27793,29351,8911,157895,24050,134834,3923,8061,56250,22561,1481,8778,0,37439,31426,32955,497768,35500,2575,28255,44845,5981,5446,3707,2940,3018,1992,383,13245
D13B24A,0,14569,17010,0,0,0,0,1699,10980,0,0,0,0,1429,4934,3128,1439,33789,31986,3417,1386,17456,87426,49945,337205,2649,7885,23539,437926,8413,8395,450,8847,12956,472747,70127,2079197,2920,4562,21958,5271,15742,14742,9178,8290,6472,23028,687,1182,2009,34472,20495,0,0,540,1813,30051,2782,0,4126,76647,1198326,6190,8604,12189,12775,5802,320838,27591,0,11015,13286,115500,10932,9834,1936424,3615,11246,22911,9837,28445,0,19188,1769,8027,2124,98476,1809203,102900,8345,9199,11931,111416,57125,107555,0,0,8080,10894,4895,6887,3692,7904,2082,14408,1908780,942044,23340,53588,320564,51456,13023,23969,8551,5332,2292,237263,77556,59391,7300,13276,26039,7059,7745,8490,1784,90487,135823,92446,214491,587361,0,1557,2245,0,31793,6747,3944,867230,2150,37103,93023,2233,479345,22521,3006,0,0,0,11656,2022,4158,0,6927,2509,9205,2936,10861,2574,4428,11825,9066,2423,2466,2069,15446,3336,3942,16252,90601,10496,47780,11588,0,7317,2642,2854,0,7766,0,27614,2155,0,159116,4689,0,28630,323976,1438,676,944,0,5012,0,44102,6261,2114,3227,1657,4396,5353,22628,1343,12191,2313,6650,0,0,15429,3648,18248,17133,4850,76226,24298,136739,2791,11456,129054,5417,3835,5408,0,14544,37122,43073,563353,9847,3371,57519,19445,31588,15253,2001,2290,3281,3167,0,0
